name,target,width,height,depth,extension,path,size
apple (48).png,apple,666,980,3,.png,phishIRIS_DL_Dataset/train/apple/apple (48).png,249354
apple (8).png,apple,1006,1898,3,.png,phishIRIS_DL_Dataset/train/apple/apple (8).png,174741
apple (29).png,apple,855,1251,3,.png,phishIRIS_DL_Dataset/train/apple/apple (29).png,601286
apple (13).png,apple,1011,1891,3,.png,phishIRIS_DL_Dataset/train/apple/apple (13).png,45444
apple (44).png,apple,960,1280,3,.png,phishIRIS_DL_Dataset/train/apple/apple (44).png,295962
apple (45).png,apple,960,1280,3,.png,phishIRIS_DL_Dataset/train/apple/apple (45).png,190731
apple (12).png,apple,1006,1879,3,.png,phishIRIS_DL_Dataset/train/apple/apple (12).png,525285
apple (28).png,apple,855,1251,3,.png,phishIRIS_DL_Dataset/train/apple/apple (28).png,1358311
apple (9).png,apple,1009,1888,3,.png,phishIRIS_DL_Dataset/train/apple/apple (9).png,1476013
apple (49).png,apple,792,994,3,.png,phishIRIS_DL_Dataset/train/apple/apple (49).png,48227
apple (32).png,apple,960,1280,3,.png,phishIRIS_DL_Dataset/train/apple/apple (32).png,149561
apple (24).png,apple,960,1280,3,.png,phishIRIS_DL_Dataset/train/apple/apple (24).png,472993
apple (5).png,apple,1009,1888,3,.png,phishIRIS_DL_Dataset/train/apple/apple (5).png,967609
chase (26).png,chase,960,1280,3,.png,phishIRIS_DL_Dataset/train/chase/chase (26).png,112356
chase (30).png,chase,960,1280,3,.png,phishIRIS_DL_Dataset/train/chase/chase (30).png,130977
chase (2).jpg,chase,862,1174,3,.jpg,phishIRIS_DL_Dataset/train/chase/chase (2).jpg,64349
chase (10).png,chase,850,1561,3,.png,phishIRIS_DL_Dataset/train/chase/chase (10).png,182832
chase (10).jpg,chase,768,1055,3,.jpg,phishIRIS_DL_Dataset/train/chase/chase (10).jpg,58947
chase (2).png,chase,931,1008,3,.png,phishIRIS_DL_Dataset/train/chase/chase (2).png,117584
chase (47).png,chase,843,966,3,.png,phishIRIS_DL_Dataset/train/chase/chase (47).png,46362
chase (51).png,chase,1587,1311,3,.png,phishIRIS_DL_Dataset/train/chase/chase (51).png,861940
chase (50).png,chase,538,967,3,.png,phishIRIS_DL_Dataset/train/chase/chase (50).png,173596
chase (46).png,chase,960,1280,3,.png,phishIRIS_DL_Dataset/train/chase/chase (46).png,1302545
chase (11).jpg,chase,1049,1238,3,.jpg,phishIRIS_DL_Dataset/train/chase/chase (11).jpg,76592
chase (3).png,chase,1007,1184,3,.png,phishIRIS_DL_Dataset/train/chase/chase (3).png,1074139
chase (3).jpg,chase,862,1174,3,.jpg,phishIRIS_DL_Dataset/train/chase/chase (3).jpg,64349
chase (11).png,chase,897,1275,3,.png,phishIRIS_DL_Dataset/train/chase/chase (11).png,697568
chase (31).png,chase,960,1280,3,.png,phishIRIS_DL_Dataset/train/chase/chase (31).png,32383
chase (27).png,chase,960,1280,3,.png,phishIRIS_DL_Dataset/train/chase/chase (27).png,27125
chase (16).png,chase,887,1920,3,.png,phishIRIS_DL_Dataset/train/chase/chase (16).png,79448
chase (4).jpg,chase,1004,1354,3,.jpg,phishIRIS_DL_Dataset/train/chase/chase (4).jpg,247262
chase (4).png,chase,931,1008,3,.png,phishIRIS_DL_Dataset/train/chase/chase (4).png,844514
chase (16).jpg,chase,768,1024,3,.jpg,phishIRIS_DL_Dataset/train/chase/chase (16).jpg,74738
chase (41).png,chase,960,1280,3,.png,phishIRIS_DL_Dataset/train/chase/chase (41).png,2385412
chase (8).jpg,chase,781,1024,3,.jpg,phishIRIS_DL_Dataset/train/chase/chase (8).jpg,85902
chase (8).png,chase,1007,1184,3,.png,phishIRIS_DL_Dataset/train/chase/chase (8).png,82813
chase (20).jpg,chase,974,1349,3,.jpg,phishIRIS_DL_Dataset/train/chase/chase (20).jpg,317855
chase (20).png,chase,989,1904,3,.png,phishIRIS_DL_Dataset/train/chase/chase (20).png,124769
chase (36).png,chase,960,1280,3,.png,phishIRIS_DL_Dataset/train/chase/chase (36).png,446281
chase (37).png,chase,960,1280,3,.png,phishIRIS_DL_Dataset/train/chase/chase (37).png,35964
chase (21).png,chase,1003,1882,3,.png,phishIRIS_DL_Dataset/train/chase/chase (21).png,97191
chase (21).jpg,chase,1132,1646,3,.jpg,phishIRIS_DL_Dataset/train/chase/chase (21).jpg,343426
chase (9).png,chase,960,1280,3,.png,phishIRIS_DL_Dataset/train/chase/chase (9).png,122877
chase (9).jpg,chase,768,1024,3,.jpg,phishIRIS_DL_Dataset/train/chase/chase (9).jpg,52236
chase (40).png,chase,855,1251,3,.png,phishIRIS_DL_Dataset/train/chase/chase (40).png,102778
chase (5).png,chase,1007,1184,3,.png,phishIRIS_DL_Dataset/train/chase/chase (5).png,130259
chase (17).jpg,chase,1302,1024,3,.jpg,phishIRIS_DL_Dataset/train/chase/chase (17).jpg,108495
chase (17).png,chase,795,1567,3,.png,phishIRIS_DL_Dataset/train/chase/chase (17).png,246048
chase (5).jpg,chase,674,1062,3,.jpg,phishIRIS_DL_Dataset/train/chase/chase (5).jpg,115382
chase (38).png,chase,849,1268,3,.png,phishIRIS_DL_Dataset/train/chase/chase (38).png,138991
chase (43).png,chase,960,1280,3,.png,phishIRIS_DL_Dataset/train/chase/chase (43).png,1331554
chase (14).jpg,chase,840,1344,3,.jpg,phishIRIS_DL_Dataset/train/chase/chase (14).jpg,93212
chase (6).png,chase,931,1008,3,.png,phishIRIS_DL_Dataset/train/chase/chase (6).png,117584
chase (6).jpg,chase,661,1024,3,.jpg,phishIRIS_DL_Dataset/train/chase/chase (6).jpg,316670
chase (14).png,chase,1426,1903,3,.png,phishIRIS_DL_Dataset/train/chase/chase (14).png,514214
chase (34).png,chase,855,1251,3,.png,phishIRIS_DL_Dataset/train/chase/chase (34).png,103551
chase (22).png,chase,960,1280,3,.png,phishIRIS_DL_Dataset/train/chase/chase (22).png,32383
chase (22).jpg,chase,1132,1646,3,.jpg,phishIRIS_DL_Dataset/train/chase/chase (22).jpg,343426
chase (18).jpg,chase,768,1356,3,.jpg,phishIRIS_DL_Dataset/train/chase/chase (18).jpg,98863
chase (18).png,chase,1080,1920,3,.png,phishIRIS_DL_Dataset/train/chase/chase (18).png,2156565
chase (19).png,chase,1080,1920,3,.png,phishIRIS_DL_Dataset/train/chase/chase (19).png,136361
chase (19).jpg,chase,1359,1354,3,.jpg,phishIRIS_DL_Dataset/train/chase/chase (19).jpg,910246
chase (23).png,chase,960,1280,3,.png,phishIRIS_DL_Dataset/train/chase/chase (23).png,131309
chase (35).png,chase,855,1251,3,.png,phishIRIS_DL_Dataset/train/chase/chase (35).png,1617852
chase (7).jpg,chase,852,1416,3,.jpg,phishIRIS_DL_Dataset/train/chase/chase (7).jpg,488356
chase (15).png,chase,891,1049,3,.png,phishIRIS_DL_Dataset/train/chase/chase (15).png,186303
chase (15).jpg,chase,768,1024,3,.jpg,phishIRIS_DL_Dataset/train/chase/chase (15).jpg,74738
chase (7).png,chase,931,1008,3,.png,phishIRIS_DL_Dataset/train/chase/chase (7).png,81355
chase (42).png,chase,960,1280,3,.png,phishIRIS_DL_Dataset/train/chase/chase (42).png,1999334
chase (39).png,chase,855,1251,3,.png,phishIRIS_DL_Dataset/train/chase/chase (39).png,1617574
chase (32).png,chase,960,1280,3,.png,phishIRIS_DL_Dataset/train/chase/chase (32).png,131328
chase (24).png,chase,960,1280,3,.png,phishIRIS_DL_Dataset/train/chase/chase (24).png,34576
chase (49).png,chase,870,966,3,.png,phishIRIS_DL_Dataset/train/chase/chase (49).png,155391
chase (28).png,chase,960,1280,3,.png,phishIRIS_DL_Dataset/train/chase/chase (28).png,23369
chase (45).png,chase,960,1280,3,.png,phishIRIS_DL_Dataset/train/chase/chase (45).png,1302545
chase (12).jpg,chase,598,1056,3,.jpg,phishIRIS_DL_Dataset/train/chase/chase (12).jpg,147223
chase (12).png,chase,1136,1675,3,.png,phishIRIS_DL_Dataset/train/chase/chase (12).png,1939380
chase (13).png,chase,856,1260,3,.png,phishIRIS_DL_Dataset/train/chase/chase (13).png,424866
chase (1).jpg,chase,792,1024,3,.jpg,phishIRIS_DL_Dataset/train/chase/chase (1).jpg,83302
chase (1).png,chase,1007,1184,3,.png,phishIRIS_DL_Dataset/train/chase/chase (1).png,82813
chase (13).jpg,chase,483,1012,3,.jpg,phishIRIS_DL_Dataset/train/chase/chase (13).jpg,44745
chase (44).png,chase,960,1280,3,.png,phishIRIS_DL_Dataset/train/chase/chase (44).png,1334696
chase (52).png,chase,750,1305,3,.png,phishIRIS_DL_Dataset/train/chase/chase (52).png,265938
chase (29).png,chase,838,1268,3,.png,phishIRIS_DL_Dataset/train/chase/chase (29).png,1998230
chase (48).png,chase,843,966,3,.png,phishIRIS_DL_Dataset/train/chase/chase (48).png,46362
chase (25).png,chase,960,1280,3,.png,phishIRIS_DL_Dataset/train/chase/chase (25).png,23369
chase (33).png,chase,838,1268,3,.png,phishIRIS_DL_Dataset/train/chase/chase (33).png,1998230
amazon (7).png,amazon,1096,1936,3,.png,phishIRIS_DL_Dataset/train/amazon/amazon (7).png,45635
amazon (16).png,amazon,1178,1268,3,.png,phishIRIS_DL_Dataset/train/amazon/amazon (16).png,92265
amazon (17).png,amazon,855,1251,3,.png,phishIRIS_DL_Dataset/train/amazon/amazon (17).png,46427
amazon (6).png,amazon,1096,1936,3,.png,phishIRIS_DL_Dataset/train/amazon/amazon (6).png,45635
amazon (10).png,amazon,928,1898,3,.png,phishIRIS_DL_Dataset/train/amazon/amazon (10).png,112361
amazon (1).png,amazon,1007,1184,3,.png,phishIRIS_DL_Dataset/train/amazon/amazon (1).png,32487
amazon (11).png,amazon,848,1255,3,.png,phishIRIS_DL_Dataset/train/amazon/amazon (11).png,23803
amazon (12).png,amazon,960,1280,3,.png,phishIRIS_DL_Dataset/train/amazon/amazon (12).png,17631
amazon (3).png,amazon,931,1008,3,.png,phishIRIS_DL_Dataset/train/amazon/amazon (3).png,42948
amazon (2).png,amazon,931,1008,3,.png,phishIRIS_DL_Dataset/train/amazon/amazon (2).png,42948
amazon (13).png,amazon,960,1280,3,.png,phishIRIS_DL_Dataset/train/amazon/amazon (13).png,17631
amazon (18).png,amazon,855,1251,3,.png,phishIRIS_DL_Dataset/train/amazon/amazon (18).png,499971
amazon (5).png,amazon,1080,1920,3,.png,phishIRIS_DL_Dataset/train/amazon/amazon (5).png,193099
amazon (9).png,amazon,975,1895,3,.png,phishIRIS_DL_Dataset/train/amazon/amazon (9).png,213380
amazon (14).png,amazon,855,1251,3,.png,phishIRIS_DL_Dataset/train/amazon/amazon (14).png,48044
amazon (8).png,amazon,1080,1920,3,.png,phishIRIS_DL_Dataset/train/amazon/amazon (8).png,125638
amazon (15).png,amazon,855,1251,3,.png,phishIRIS_DL_Dataset/train/amazon/amazon (15).png,46251
amazon (4).png,amazon,1080,1920,3,.png,phishIRIS_DL_Dataset/train/amazon/amazon (4).png,125638
microsoft (10).png,microsoft,1014,1909,3,.png,phishIRIS_DL_Dataset/train/microsoft/microsoft (10).png,39355
microsoft (47).png,microsoft,855,1268,3,.png,phishIRIS_DL_Dataset/train/microsoft/microsoft (47).png,15620
microsoft (51).png,microsoft,855,1268,3,.png,phishIRIS_DL_Dataset/train/microsoft/microsoft (51).png,1482480
microsoft (26).png,microsoft,855,1268,3,.png,phishIRIS_DL_Dataset/train/microsoft/microsoft (26).png,1472674
microsoft (30).png,microsoft,855,1268,3,.png,phishIRIS_DL_Dataset/train/microsoft/microsoft (30).png,38106
microsoft (1).jpg,microsoft,768,1024,3,.jpg,phishIRIS_DL_Dataset/train/microsoft/microsoft (1).jpg,47262
microsoft (1).png,microsoft,931,1008,3,.png,phishIRIS_DL_Dataset/train/microsoft/microsoft (1).png,32964
microsoft (31).png,microsoft,855,1268,3,.png,phishIRIS_DL_Dataset/train/microsoft/microsoft (31).png,37932
microsoft (27).png,microsoft,855,1268,3,.png,phishIRIS_DL_Dataset/train/microsoft/microsoft (27).png,1314659
microsoft (50).png,microsoft,855,1268,3,.png,phishIRIS_DL_Dataset/train/microsoft/microsoft (50).png,1482480
microsoft (46).png,microsoft,1039,1251,3,.png,phishIRIS_DL_Dataset/train/microsoft/microsoft (46).png,124836
microsoft (11).png,microsoft,1080,1920,3,.png,phishIRIS_DL_Dataset/train/microsoft/microsoft (11).png,202307
microsoft (20).png,microsoft,997,1882,3,.png,phishIRIS_DL_Dataset/train/microsoft/microsoft (20).png,89649
microsoft (36).png,microsoft,855,1251,3,.png,phishIRIS_DL_Dataset/train/microsoft/microsoft (36).png,1720383
microsoft (61).png,microsoft,960,1280,3,.png,phishIRIS_DL_Dataset/train/microsoft/microsoft (61).png,397263
microsoft (7).png,microsoft,1080,1920,3,.png,phishIRIS_DL_Dataset/train/microsoft/microsoft (7).png,202307
microsoft (16).png,microsoft,981,1896,3,.png,phishIRIS_DL_Dataset/train/microsoft/microsoft (16).png,65245
microsoft (41).png,microsoft,855,1251,3,.png,phishIRIS_DL_Dataset/train/microsoft/microsoft (41).png,97438
microsoft (57).png,microsoft,838,1268,3,.png,phishIRIS_DL_Dataset/train/microsoft/microsoft (57).png,299139
microsoft (56).png,microsoft,855,1268,3,.png,phishIRIS_DL_Dataset/train/microsoft/microsoft (56).png,1314659
microsoft (40).png,microsoft,855,1251,3,.png,phishIRIS_DL_Dataset/train/microsoft/microsoft (40).png,97438
microsoft (17).png,microsoft,1012,1910,3,.png,phishIRIS_DL_Dataset/train/microsoft/microsoft (17).png,39329
microsoft (6).png,microsoft,1080,1920,3,.png,phishIRIS_DL_Dataset/train/microsoft/microsoft (6).png,84981
microsoft (60).png,microsoft,855,1268,3,.png,phishIRIS_DL_Dataset/train/microsoft/microsoft (60).png,33672
microsoft (37).png,microsoft,855,1268,3,.png,phishIRIS_DL_Dataset/train/microsoft/microsoft (37).png,1314698
microsoft (21).png,microsoft,960,1280,3,.png,phishIRIS_DL_Dataset/train/microsoft/microsoft (21).png,1650172
microsoft (59).png,microsoft,855,1268,3,.png,phishIRIS_DL_Dataset/train/microsoft/microsoft (59).png,33672
microsoft (5).png,microsoft,1080,1920,3,.png,phishIRIS_DL_Dataset/train/microsoft/microsoft (5).png,53689
microsoft (18).png,microsoft,1007,1898,3,.png,phishIRIS_DL_Dataset/train/microsoft/microsoft (18).png,1097070
microsoft (63).png,microsoft,887,1920,3,.png,phishIRIS_DL_Dataset/train/microsoft/microsoft (63).png,353293
microsoft (34).png,microsoft,855,1268,3,.png,phishIRIS_DL_Dataset/train/microsoft/microsoft (34).png,637847
microsoft (22).png,microsoft,855,1251,3,.png,phishIRIS_DL_Dataset/train/microsoft/microsoft (22).png,64603
microsoft (55).png,microsoft,838,1268,3,.png,phishIRIS_DL_Dataset/train/microsoft/microsoft (55).png,990827
microsoft (43).png,microsoft,855,1268,3,.png,phishIRIS_DL_Dataset/train/microsoft/microsoft (43).png,1257813
microsoft (9).png,microsoft,1014,1909,3,.png,phishIRIS_DL_Dataset/train/microsoft/microsoft (9).png,39355
microsoft (14).png,microsoft,1012,1885,3,.png,phishIRIS_DL_Dataset/train/microsoft/microsoft (14).png,69735
microsoft (38).png,microsoft,855,1268,3,.png,phishIRIS_DL_Dataset/train/microsoft/microsoft (38).png,37932
microsoft (39).png,microsoft,855,1268,3,.png,phishIRIS_DL_Dataset/train/microsoft/microsoft (39).png,1474782
microsoft (15).png,microsoft,1010,1891,3,.png,phishIRIS_DL_Dataset/train/microsoft/microsoft (15).png,40888
microsoft (8).png,microsoft,1080,1920,3,.png,phishIRIS_DL_Dataset/train/microsoft/microsoft (8).png,1108514
microsoft (42).png,microsoft,855,1268,3,.png,phishIRIS_DL_Dataset/train/microsoft/microsoft (42).png,37533
microsoft (54).png,microsoft,855,1268,3,.png,phishIRIS_DL_Dataset/train/microsoft/microsoft (54).png,14722
microsoft (23).png,microsoft,855,1268,3,.png,phishIRIS_DL_Dataset/train/microsoft/microsoft (23).png,23529
microsoft (35).png,microsoft,855,1268,3,.png,phishIRIS_DL_Dataset/train/microsoft/microsoft (35).png,1218859
microsoft (62).png,microsoft,960,1280,3,.png,phishIRIS_DL_Dataset/train/microsoft/microsoft (62).png,397263
microsoft (19).png,microsoft,1000,1904,3,.png,phishIRIS_DL_Dataset/train/microsoft/microsoft (19).png,149729
microsoft (4).png,microsoft,882,1008,3,.png,phishIRIS_DL_Dataset/train/microsoft/microsoft (4).png,130495
microsoft (58).png,microsoft,855,1268,3,.png,phishIRIS_DL_Dataset/train/microsoft/microsoft (58).png,18448
microsoft (53).png,microsoft,855,1268,3,.png,phishIRIS_DL_Dataset/train/microsoft/microsoft (53).png,111974
microsoft (45).png,microsoft,855,1268,3,.png,phishIRIS_DL_Dataset/train/microsoft/microsoft (45).png,1473628
microsoft (12).png,microsoft,1080,1920,3,.png,phishIRIS_DL_Dataset/train/microsoft/microsoft (12).png,32382
microsoft (28).png,microsoft,855,1268,3,.png,phishIRIS_DL_Dataset/train/microsoft/microsoft (28).png,1314687
microsoft (3).png,microsoft,882,1008,3,.png,phishIRIS_DL_Dataset/train/microsoft/microsoft (3).png,130495
microsoft (49).png,microsoft,855,1268,3,.png,phishIRIS_DL_Dataset/train/microsoft/microsoft (49).png,1473628
microsoft (32).png,microsoft,855,1268,3,.png,phishIRIS_DL_Dataset/train/microsoft/microsoft (32).png,1474799
microsoft (24).png,microsoft,855,1251,3,.png,phishIRIS_DL_Dataset/train/microsoft/microsoft (24).png,55559
microsoft (25).png,microsoft,855,1251,3,.png,phishIRIS_DL_Dataset/train/microsoft/microsoft (25).png,97438
microsoft (33).png,microsoft,1039,1251,3,.png,phishIRIS_DL_Dataset/train/microsoft/microsoft (33).png,124836
microsoft (2).jpg,microsoft,518,876,3,.jpg,phishIRIS_DL_Dataset/train/microsoft/microsoft (2).jpg,244025
microsoft (48).png,microsoft,855,1251,3,.png,phishIRIS_DL_Dataset/train/microsoft/microsoft (48).png,232585
microsoft (2).png,microsoft,931,1008,3,.png,phishIRIS_DL_Dataset/train/microsoft/microsoft (2).png,35160
microsoft (29).png,microsoft,855,1268,3,.png,phishIRIS_DL_Dataset/train/microsoft/microsoft (29).png,1314659
microsoft (13).png,microsoft,976,1899,3,.png,phishIRIS_DL_Dataset/train/microsoft/microsoft (13).png,16491
microsoft (44).png,microsoft,855,1268,3,.png,phishIRIS_DL_Dataset/train/microsoft/microsoft (44).png,130235
microsoft (52).png,microsoft,855,1268,3,.png,phishIRIS_DL_Dataset/train/microsoft/microsoft (52).png,111974
other (167).png,other,679,1536,3,.png,phishIRIS_DL_Dataset/train/other/other (167).png,410494
other (3).png,other,1009,1899,3,.png,phishIRIS_DL_Dataset/train/other/other (3).png,739738
other (25).jpg,other,1024,1024,3,.jpg,phishIRIS_DL_Dataset/train/other/other (25).jpg,338484
other (188).png,other,679,1536,3,.png,phishIRIS_DL_Dataset/train/other/other (188).png,542776
other (130).jpg,other,1024,1024,3,.jpg,phishIRIS_DL_Dataset/train/other/other (130).jpg,299687
other (72).png,other,1080,1920,3,.png,phishIRIS_DL_Dataset/train/other/other (72).png,119313
other (130).png,other,679,1536,3,.png,phishIRIS_DL_Dataset/train/other/other (130).png,1078996
other (72).jpg,other,1024,1024,3,.jpg,phishIRIS_DL_Dataset/train/other/other (72).jpg,327487
other (3).jpg,other,1024,1024,3,.jpg,phishIRIS_DL_Dataset/train/other/other (3).jpg,288599
other (167).jpg,other,1024,1024,3,.jpg,phishIRIS_DL_Dataset/train/other/other (167).jpg,151996
other (25).png,other,1014,1876,3,.png,phishIRIS_DL_Dataset/train/other/other (25).png,132890
other (126).png,other,679,1536,3,.png,phishIRIS_DL_Dataset/train/other/other (126).png,755015
other (64).jpg,other,1024,1024,3,.jpg,phishIRIS_DL_Dataset/train/other/other (64).jpg,210347
other (171).jpg,other,1024,1024,3,.jpg,phishIRIS_DL_Dataset/train/other/other (171).jpg,274329
other (33).png,other,1010,1879,3,.png,phishIRIS_DL_Dataset/train/other/other (33).png,112790
other (171).png,other,679,1536,3,.png,phishIRIS_DL_Dataset/train/other/other (171).png,618578
other (33).jpg,other,1024,1024,3,.jpg,phishIRIS_DL_Dataset/train/other/other (33).jpg,372474
other (126).jpg,other,1024,1024,3,.jpg,phishIRIS_DL_Dataset/train/other/other (126).jpg,113902
other (64).png,other,1007,1897,3,.png,phishIRIS_DL_Dataset/train/other/other (64).png,552625
other (48).jpg,other,1024,1024,3,.jpg,phishIRIS_DL_Dataset/train/other/other (48).jpg,273222
other (48).png,other,1015,1901,3,.png,phishIRIS_DL_Dataset/train/other/other (48).png,36336
other (91).png,other,1008,1901,3,.png,phishIRIS_DL_Dataset/train/other/other (91).png,118067
other (184).png,other,679,1536,3,.png,phishIRIS_DL_Dataset/train/other/other (184).png,357086
other (29).jpg,other,1024,1024,3,.jpg,phishIRIS_DL_Dataset/train/other/other (29).jpg,314868
other (29).png,other,1009,1893,3,.png,phishIRIS_DL_Dataset/train/other/other (29).png,115025
other (184).jpg,other,1024,1024,3,.jpg,phishIRIS_DL_Dataset/train/other/other (184).jpg,146063
other (91).jpg,other,1024,1024,3,.jpg,phishIRIS_DL_Dataset/train/other/other (91).jpg,175288
other (203).png,other,679,1536,3,.png,phishIRIS_DL_Dataset/train/other/other (203).png,545823
other (87).jpg,other,1024,1024,3,.jpg,phishIRIS_DL_Dataset/train/other/other (87).jpg,250783
other (68).jpg,other,1024,1024,3,.jpg,phishIRIS_DL_Dataset/train/other/other (68).jpg,335327
other (87).png,other,1012,1905,3,.png,phishIRIS_DL_Dataset/train/other/other (87).png,88667
other (68).png,other,1014,1899,3,.png,phishIRIS_DL_Dataset/train/other/other (68).png,93177
other (192).png,other,679,1536,3,.png,phishIRIS_DL_Dataset/train/other/other (192).png,556466
other (13).png,other,1010,1885,3,.png,phishIRIS_DL_Dataset/train/other/other (13).png,20908
other (151).jpg,other,1024,1024,3,.jpg,phishIRIS_DL_Dataset/train/other/other (151).jpg,296267
other (44).jpg,other,1024,1024,3,.jpg,phishIRIS_DL_Dataset/train/other/other (44).jpg,242452
other (106).png,other,679,1536,3,.png,phishIRIS_DL_Dataset/train/other/other (106).png,377140
other (44).png,other,1007,1891,3,.png,phishIRIS_DL_Dataset/train/other/other (44).png,98946
other (106).jpg,other,1024,1024,3,.jpg,phishIRIS_DL_Dataset/train/other/other (106).jpg,237752
other (13).jpg,other,1024,1024,3,.jpg,phishIRIS_DL_Dataset/train/other/other (13).jpg,232605
other (151).png,other,679,1536,3,.png,phishIRIS_DL_Dataset/train/other/other (151).png,783396
other (52).png,other,1012,1895,3,.png,phishIRIS_DL_Dataset/train/other/other (52).png,54878
other (110).jpg,other,1024,1024,3,.jpg,phishIRIS_DL_Dataset/train/other/other (110).jpg,244726
other (147).png,other,679,1536,3,.png,phishIRIS_DL_Dataset/train/other/other (147).png,842986
other (147).jpg,other,1024,1024,3,.jpg,phishIRIS_DL_Dataset/train/other/other (147).jpg,359466
other (52).jpg,other,1024,1024,3,.jpg,phishIRIS_DL_Dataset/train/other/other (52).jpg,448307
other (110).png,other,679,1013,3,.png,phishIRIS_DL_Dataset/train/other/other (110).png,757901
other (53).jpg,other,1024,1024,3,.jpg,phishIRIS_DL_Dataset/train/other/other (53).jpg,235541
other (111).png,other,679,1536,3,.png,phishIRIS_DL_Dataset/train/other/other (111).png,582304
other (146).jpg,other,1024,1024,3,.jpg,phishIRIS_DL_Dataset/train/other/other (146).jpg,246745
other (146).png,other,675,1267,3,.png,phishIRIS_DL_Dataset/train/other/other (146).png,734764
other (53).png,other,1006,1910,3,.png,phishIRIS_DL_Dataset/train/other/other (53).png,52803
other (111).jpg,other,1024,1024,3,.jpg,phishIRIS_DL_Dataset/train/other/other (111).jpg,378026
other (12).jpg,other,1024,1024,3,.jpg,phishIRIS_DL_Dataset/train/other/other (12).jpg,256160
other (150).png,other,679,1536,3,.png,phishIRIS_DL_Dataset/train/other/other (150).png,673724
other (45).png,other,1008,1892,3,.png,phishIRIS_DL_Dataset/train/other/other (45).png,270294
other (107).jpg,other,1024,1024,3,.jpg,phishIRIS_DL_Dataset/train/other/other (107).jpg,259632
