threshold,class_metrics,target_metrics
23,"{'f1_weighted': 0.719495946035632, 'roc_auc': np.float64(0.688814449562575), 'mcc': np.float64(0.3793962619351194), 'precision': 0.6905859481408996, 'recall': 0.688814449562575}","{'target_f1_micro': 0.5235074626865671, 'target_f1_macro': 0.024584458200529628, 'target_f1_weighted': 0.519603555907194, 'target_mcc': np.float64(0.16005672866196963), 'precision': 0.023699177985598886, 'recall': 0.028234866762238874, 'identification_rate': np.float64(0.03302752293577982)}"
24,"{'f1_weighted': 0.719495946035632, 'roc_auc': np.float64(0.688814449562575), 'mcc': np.float64(0.3793962619351194), 'precision': 0.6905859481408996, 'recall': 0.688814449562575}","{'target_f1_micro': 0.5253731343283582, 'target_f1_macro': 0.02716955139930492, 'target_f1_weighted': 0.5220116456218845, 'target_mcc': np.float64(0.16334709603393838), 'precision': 0.026000317739746155, 'recall': 0.030467005994743473, 'identification_rate': np.float64(0.04220183486238532)}"
25,"{'f1_weighted': 0.718922895165769, 'roc_auc': np.float64(0.6894737683341337), 'mcc': np.float64(0.37923615131537636), 'precision': 0.6897624928888243, 'recall': 0.6894737683341334}","{'target_f1_micro': 0.5216417910447761, 'target_f1_macro': 0.024961284391451632, 'target_f1_weighted': 0.5207623812799199, 'target_mcc': np.float64(0.16212849139091043), 'precision': 0.026112746102843927, 'recall': 0.02684043967242166, 'identification_rate': np.float64(0.039927404718693285)}"
26,"{'f1_weighted': 0.718922895165769, 'roc_auc': np.float64(0.6894737683341337), 'mcc': np.float64(0.37923615131537636), 'precision': 0.6897624928888243, 'recall': 0.6894737683341334}","{'target_f1_micro': 0.5212686567164179, 'target_f1_macro': 0.023240783367632686, 'target_f1_weighted': 0.5201721558172173, 'target_mcc': np.float64(0.16147465696972843), 'precision': 0.022264584030997642, 'recall': 0.02699594884578798, 'identification_rate': np.float64(0.038112522686025406)}"
27,"{'f1_weighted': 0.7162933065059358, 'roc_auc': np.float64(0.6874420214436899), 'mcc': np.float64(0.3742283805620876), 'precision': 0.6867869324864737, 'recall': 0.6874420214436898}","{'target_f1_micro': 0.5171641791044777, 'target_f1_macro': 0.02357948297019419, 'target_f1_weighted': 0.5174133378196619, 'target_mcc': np.float64(0.1578657990519064), 'precision': 0.021873075213895726, 'recall': 0.026604342185855504, 'identification_rate': np.float64(0.034420289855072464)}"
28,"{'f1_weighted': 0.7162933065059358, 'roc_auc': np.float64(0.6874420214436899), 'mcc': np.float64(0.3742283805620876), 'precision': 0.6867869324864737, 'recall': 0.6874420214436898}","{'target_f1_micro': 0.5208955223880597, 'target_f1_macro': 0.030912964261048753, 'target_f1_weighted': 0.5203485261601825, 'target_mcc': np.float64(0.16437653035379168), 'precision': 0.028816382533142892, 'recall': 0.03673847159519499, 'identification_rate': np.float64(0.05253623188405797)}"
29,"{'f1_weighted': 0.7135945584501904, 'roc_auc': np.float64(0.6861353715146014), 'mcc': np.float64(0.36992493029964807), 'precision': 0.683796949692693, 'recall': 0.6861353715146012}","{'target_f1_micro': 0.5145522388059701, 'target_f1_macro': 0.033266190134898316, 'target_f1_weighted': 0.5174496785067578, 'target_mcc': np.float64(0.16008444107602884), 'precision': 0.032399699370768344, 'recall': 0.03692506392595029, 'identification_rate': np.float64(0.0466786355475763)}"
30,"{'f1_weighted': 0.7135945584501904, 'roc_auc': np.float64(0.6861353715146014), 'mcc': np.float64(0.36992493029964807), 'precision': 0.683796949692693, 'recall': 0.6861353715146012}","{'target_f1_micro': 0.5145522388059701, 'target_f1_macro': 0.030012291962235402, 'target_f1_weighted': 0.5174616962393352, 'target_mcc': np.float64(0.16008444107602884), 'precision': 0.029469665223628944, 'recall': 0.03325628679718047, 'identification_rate': np.float64(0.0466786355475763)}"
31,"{'f1_weighted': 0.7093886452459707, 'roc_auc': np.float64(0.683181193093413), 'mcc': np.float64(0.3624873182141802), 'precision': 0.6793266186981086, 'recall': 0.6831811930934131}","{'target_f1_micro': 0.5074626865671642, 'target_f1_macro': 0.03165602480104104, 'target_f1_weighted': 0.5128354651878406, 'target_mcc': np.float64(0.15459232322856029), 'precision': 0.030081870174462098, 'recall': 0.035798733323484044, 'identification_rate': np.float64(0.04107142857142857)}"
32,"{'f1_weighted': 0.7093886452459707, 'roc_auc': np.float64(0.683181193093413), 'mcc': np.float64(0.3624873182141802), 'precision': 0.6793266186981086, 'recall': 0.6831811930934131}","{'target_f1_micro': 0.5070895522388059, 'target_f1_macro': 0.024731079491363456, 'target_f1_weighted': 0.5123388120141411, 'target_mcc': np.float64(0.15395128808094918), 'precision': 0.022538144508977294, 'recall': 0.02985021953061512, 'identification_rate': np.float64(0.039285714285714285)}"
33,"{'f1_weighted': 0.7087475328703364, 'roc_auc': np.float64(0.6838405118649715), 'mcc': np.float64(0.3626203699610764), 'precision': 0.6788146847731911, 'recall': 0.6838405118649715}","{'target_f1_micro': 0.505223880597015, 'target_f1_macro': 0.026355550940037917, 'target_f1_weighted': 0.51267656171118, 'target_mcc': np.float64(0.1560698293201521), 'precision': 0.023841488369353216, 'recall': 0.0313725111704505, 'identification_rate': np.float64(0.045936395759717315)}"
34,"{'f1_weighted': 0.7087475328703364, 'roc_auc': np.float64(0.6838405118649715), 'mcc': np.float64(0.3626203699610764), 'precision': 0.6788146847731911, 'recall': 0.6838405118649715}","{'target_f1_micro': 0.5011194029850746, 'target_f1_macro': 0.02099899937859546, 'target_f1_weighted': 0.5094488535831048, 'target_mcc': np.float64(0.14906006096347327), 'precision': 0.02047885073331657, 'recall': 0.022575495987565752, 'identification_rate': np.float64(0.026501766784452298)}"
35,"{'f1_weighted': 0.7058670216662011, 'roc_auc': np.float64(0.6820285378983807), 'mcc': np.float64(0.3579451999387573), 'precision': 0.6759679658454487, 'recall': 0.6820285378983807}","{'target_f1_micro': 0.5, 'target_f1_macro': 0.0272081438633581, 'target_f1_weighted': 0.5101157997971321, 'target_mcc': np.float64(0.15246863328594637), 'precision': 0.026987378343370665, 'recall': 0.029644408641592148, 'identification_rate': np.float64(0.0421792618629174)}"
36,"{'f1_weighted': 0.7058670216662011, 'roc_auc': np.float64(0.6820285378983807), 'mcc': np.float64(0.3579451999387573), 'precision': 0.6759679658454487, 'recall': 0.6820285378983807}","{'target_f1_micro': 0.49850746268656715, 'target_f1_macro': 0.02080979260915418, 'target_f1_weighted': 0.508512609584037, 'target_mcc': np.float64(0.14993432949638374), 'precision': 0.019636851505539763, 'recall': 0.024000788545332302, 'identification_rate': np.float64(0.0351493848857645)}"
37,"{'f1_weighted': 0.7041100346877512, 'roc_auc': np.float64(0.68157854131024), 'mcc': np.float64(0.35595190267867094), 'precision': 0.6744448381762344, 'recall': 0.68157854131024}","{'target_f1_micro': 0.498134328358209, 'target_f1_macro': 0.030796866621033633, 'target_f1_weighted': 0.5105038636736234, 'target_mcc': np.float64(0.15496080388324887), 'precision': 0.030441522021611458, 'recall': 0.033971242516091335, 'identification_rate': np.float64(0.05226480836236934)}"
38,"{'f1_weighted': 0.7041100346877512, 'roc_auc': np.float64(0.68157854131024), 'mcc': np.float64(0.35595190267867094), 'precision': 0.6744448381762344, 'recall': 0.68157854131024}","{'target_f1_micro': 0.4955223880597015, 'target_f1_macro': 0.0248223970532039, 'target_f1_weighted': 0.5076568450187999, 'target_mcc': np.float64(0.15055252693854027), 'precision': 0.023523963524149816, 'recall': 0.028444552591109482, 'identification_rate': np.float64(0.04006968641114982)}"
39,"{'f1_weighted': 0.7044937545631983, 'roc_auc': np.float64(0.6833471754414977), 'mcc': np.float64(0.35849240957198547), 'precision': 0.6752369615338515, 'recall': 0.6833471754414977}","{'target_f1_micro': 0.4936567164179104, 'target_f1_macro': 0.0295846454398462, 'target_f1_weighted': 0.5077946994183797, 'target_mcc': np.float64(0.15233522982510148), 'precision': 0.029391719231088798, 'recall': 0.03273817892149121, 'identification_rate': np.float64(0.043029259896729774)}"
40,"{'f1_weighted': 0.7044937545631983, 'roc_auc': np.float64(0.6833471754414977), 'mcc': np.float64(0.35849240957198547), 'precision': 0.6752369615338515, 'recall': 0.6833471754414977}","{'target_f1_micro': 0.492910447761194, 'target_f1_macro': 0.023756104596884913, 'target_f1_weighted': 0.5075279253752889, 'target_mcc': np.float64(0.15108223461928222), 'precision': 0.027201276669883524, 'recall': 0.025976634382727085, 'identification_rate': np.float64(0.039586919104991396)}"
41,"{'f1_weighted': 0.7024548727658146, 'roc_auc': np.float64(0.6831169517772099), 'mcc': np.float64(0.35674390636316294), 'precision': 0.6737499088589136, 'recall': 0.6831169517772099}","{'target_f1_micro': 0.4914179104477612, 'target_f1_macro': 0.03509630956649127, 'target_f1_weighted': 0.5078467642517561, 'target_mcc': np.float64(0.15591785836352284), 'precision': 0.033419414712271854, 'recall': 0.04029290131059396, 'identification_rate': np.float64(0.05612244897959184)}"
42,"{'f1_weighted': 0.7024548727658146, 'roc_auc': np.float64(0.6831169517772099), 'mcc': np.float64(0.35674390636316294), 'precision': 0.6737499088589136, 'recall': 0.6831169517772099}","{'target_f1_micro': 0.4914179104477612, 'target_f1_macro': 0.03618682766770439, 'target_f1_weighted': 0.5078321790730937, 'target_mcc': np.float64(0.15591785836352284), 'precision': 0.03840240790955077, 'recall': 0.04137044695335699, 'identification_rate': np.float64(0.05612244897959184)}"
43,"{'f1_weighted': 0.7009301025312716, 'roc_auc': np.float64(0.6826998442839675), 'mcc': np.float64(0.3551820077206785), 'precision': 0.6726250220722856, 'recall': 0.6826998442839676}","{'target_f1_micro': 0.4854477611940298, 'target_f1_macro': 0.02623894164909174, 'target_f1_weighted': 0.5037682871725433, 'target_mcc': np.float64(0.15053669816654774), 'precision': 0.02500612762072864, 'recall': 0.03106664913237511, 'identification_rate': np.float64(0.04391891891891892)}"
44,"{'f1_weighted': 0.7009301025312716, 'roc_auc': np.float64(0.6826998442839675), 'mcc': np.float64(0.3551820077206785), 'precision': 0.6726250220722856, 'recall': 0.6826998442839676}","{'target_f1_micro': 0.4843283582089552, 'target_f1_macro': 0.02340548405054819, 'target_f1_weighted': 0.5034447304370361, 'target_mcc': np.float64(0.14867995672296336), 'precision': 0.022040529100618843, 'recall': 0.026699964052546075, 'identification_rate': np.float64(0.03885135135135135)}"
45,"{'f1_weighted': 0.6979676240954742, 'roc_auc': np.float64(0.6808878703173766), 'mcc': np.float64(0.3508517805999538), 'precision': 0.6701288369062259, 'recall': 0.6808878703173766}","{'target_f1_micro': 0.48208955223880595, 'target_f1_macro': 0.03134300488101892, 'target_f1_weighted': 0.502641364940465, 'target_mcc': np.float64(0.15021928047730326), 'precision': 0.03455198083014218, 'recall': 0.03525303558751615, 'identification_rate': np.float64(0.04873949579831933)}"
46,"{'f1_weighted': 0.6979676240954742, 'roc_auc': np.float64(0.6808878703173766), 'mcc': np.float64(0.3508517805999538), 'precision': 0.6701288369062259, 'recall': 0.6808878703173766}","{'target_f1_micro': 0.4809701492537313, 'target_f1_macro': 0.031037229917071217, 'target_f1_weighted': 0.5020695334596499, 'target_mcc': np.float64(0.14837218370280567), 'precision': 0.030304880395071825, 'recall': 0.0341241578176994, 'identification_rate': np.float64(0.043697478991596636)}"
47,"{'f1_weighted': 0.6957244237777089, 'roc_auc': np.float64(0.6798996605968357), 'mcc': np.float64(0.34818243650744907), 'precision': 0.6684703137989081, 'recall': 0.6798996605968357}","{'target_f1_micro': 0.47649253731343283, 'target_f1_macro': 0.026610457812250514, 'target_f1_weighted': 0.49906482284362563, 'target_mcc': np.float64(0.1462355194079862), 'precision': 0.025297032828135262, 'recall': 0.030550801313016608, 'identification_rate': np.float64(0.041736227045075125)}"
48,"{'f1_weighted': 0.6957244237777089, 'roc_auc': np.float64(0.6798996605968357), 'mcc': np.float64(0.34818243650744907), 'precision': 0.6684703137989081, 'recall': 0.6798996605968357}","{'target_f1_micro': 0.4791044776119403, 'target_f1_macro': 0.02915333694336494, 'target_f1_weighted': 0.5009087408789397, 'target_mcc': np.float64(0.15052350196471845), 'precision': 0.026322671827165734, 'recall': 0.035725759636266854, 'identification_rate': np.float64(0.05342237061769616)}"
49,"{'f1_weighted': 0.6928489681207864, 'roc_auc': np.float64(0.6788456726864981), 'mcc': np.float64(0.3451778087332397), 'precision': 0.6665510239248803, 'recall': 0.678845672686498}","{'target_f1_micro': 0.47126865671641793, 'target_f1_macro': 0.0280002906155405, 'target_f1_weighted': 0.49682641342755635, 'target_mcc': np.float64(0.14498791281310472), 'precision': 0.026601046379825726, 'recall': 0.03187742910267706, 'identification_rate': np.float64(0.04297520661157025)}"
50,"{'f1_weighted': 0.6928489681207864, 'roc_auc': np.float64(0.6788456726864981), 'mcc': np.float64(0.3451778087332397), 'precision': 0.6665510239248803, 'recall': 0.678845672686498}","{'target_f1_micro': 0.47388059701492535, 'target_f1_macro': 0.032473285887015466, 'target_f1_weighted': 0.49916730514128255, 'target_mcc': np.float64(0.1492461546184508), 'precision': 0.030363980194602857, 'recall': 0.03774193597261871, 'identification_rate': np.float64(0.05454545454545454)}"
51,"{'f1_weighted': 0.6892418509634687, 'roc_auc': np.float64(0.6772205825488617), 'mcc': np.float64(0.34110168582575046), 'precision': 0.6641321205468471, 'recall': 0.6772205825488617}","{'target_f1_micro': 0.4634328358208955, 'target_f1_macro': 0.025610683725167505, 'target_f1_weighted': 0.4919871819541553, 'target_mcc': np.float64(0.14024438414202747), 'precision': 0.024258409255088004, 'recall': 0.029171382356235023, 'identification_rate': np.float64(0.03600654664484452)}"
52,"{'f1_weighted': 0.6892418509634687, 'roc_auc': np.float64(0.6772205825488617), 'mcc': np.float64(0.34110168582575046), 'precision': 0.6641321205468471, 'recall': 0.6772205825488617}","{'target_f1_micro': 0.46753731343283583, 'target_f1_macro': 0.028481790729064923, 'target_f1_weighted': 0.4956457687107087, 'target_mcc': np.float64(0.1468865418842794), 'precision': 0.030713357310691906, 'recall': 0.03352838965190692, 'identification_rate': np.float64(0.054009819967266774)}"
53,"{'f1_weighted': 0.6866749784365265, 'roc_auc': np.float64(0.6767048077709248), 'mcc': np.float64(0.33931511095755357), 'precision': 0.6628913581590186, 'recall': 0.6767048077709247}","{'target_f1_micro': 0.457089552238806, 'target_f1_macro': 0.022356699904645814, 'target_f1_weighted': 0.48816922241808597, 'target_mcc': np.float64(0.137661425487993), 'precision': 0.020356737938249436, 'recall': 0.02703593229762837, 'identification_rate': np.float64(0.032362459546925564)}"
54,"{'f1_weighted': 0.6866749784365265, 'roc_auc': np.float64(0.6767048077709248), 'mcc': np.float64(0.33931511095755357), 'precision': 0.6628913581590186, 'recall': 0.6767048077709247}","{'target_f1_micro': 0.4608208955223881, 'target_f1_macro': 0.028558918844071572, 'target_f1_weighted': 0.4917064204856639, 'target_mcc': np.float64(0.1436582529332489), 'precision': 0.02652184899466484, 'recall': 0.033994747114727795, 'identification_rate': np.float64(0.04854368932038835)}"
55,"{'f1_weighted': 0.678681647112713, 'roc_auc': np.float64(0.670895118213243), 'mcc': np.float64(0.32729161300300974), 'precision': 0.6567040080812134, 'recall': 0.6708951182132431}","{'target_f1_micro': 0.4507462686567164, 'target_f1_macro': 0.027999771763826783, 'target_f1_weighted': 0.48459539648006394, 'target_mcc': np.float64(0.1375659771065283), 'precision': 0.02463802453510879, 'recall': 0.03559245011178423, 'identification_rate': np.float64(0.04669887278582931)}"
56,"{'f1_weighted': 0.678681647112713, 'roc_auc': np.float64(0.670895118213243), 'mcc': np.float64(0.32729161300300974), 'precision': 0.6567040080812134, 'recall': 0.6708951182132431}","{'target_f1_micro': 0.44738805970149254, 'target_f1_macro': 0.020375271956851262, 'target_f1_weighted': 0.48245031041496383, 'target_mcc': np.float64(0.13221611517397297), 'precision': 0.01948953861798933, 'recall': 0.023591391124289363, 'identification_rate': np.float64(0.0322061191626409)}"
57,"{'f1_weighted': 0.6746481947492143, 'roc_auc': np.float64(0.6697424630182107), 'mcc': np.float64(0.3243608433576927), 'precision': 0.6549552699321122, 'recall': 0.6697424630182107}","{'target_f1_micro': 0.44104477611940296, 'target_f1_macro': 0.02839045398119848, 'target_f1_weighted': 0.47912164245626154, 'target_mcc': np.float64(0.13252590448327792), 'precision': 0.026108179857758887, 'recall': 0.03326568280330284, 'identification_rate': np.float64(0.0380952380952381)}"
58,"{'f1_weighted': 0.6746481947492143, 'roc_auc': np.float64(0.6697424630182107), 'mcc': np.float64(0.3243608433576927), 'precision': 0.6549552699321122, 'recall': 0.6697424630182107}","{'target_f1_micro': 0.4417910447761194, 'target_f1_macro': 0.025717850852768287, 'target_f1_weighted': 0.47983376767128333, 'target_mcc': np.float64(0.13370439916521187), 'precision': 0.023374136397114442, 'recall': 0.03126082783101089, 'identification_rate': np.float64(0.04126984126984127)}"
59,"{'f1_weighted': 0.6679914762394881, 'roc_auc': np.float64(0.6658329639713797), 'mcc': np.float64(0.3163320951135228), 'precision': 0.6508535938852614, 'recall': 0.6658329639713798}","{'target_f1_micro': 0.4343283582089552, 'target_f1_macro': 0.027979027200913355, 'target_f1_weighted': 0.4757073913030133, 'target_mcc': np.float64(0.13263900459575206), 'precision': 0.025290014449136866, 'recall': 0.034937632497004066, 'identification_rate': np.float64(0.04874213836477988)}"
60,"{'f1_weighted': 0.6679914762394881, 'roc_auc': np.float64(0.6658329639713797), 'mcc': np.float64(0.3163320951135228), 'precision': 0.6508535938852614, 'recall': 0.6658329639713798}","{'target_f1_micro': 0.4335820895522388, 'target_f1_macro': 0.029210929753696442, 'target_f1_weighted': 0.47544492624420226, 'target_mcc': np.float64(0.13147073619100824), 'precision': 0.027431077455071944, 'recall': 0.03438337093730773, 'identification_rate': np.float64(0.04559748427672956)}"
61,"{'f1_weighted': 0.6583271677416243, 'roc_auc': np.float64(0.6583757459215984), 'mcc': np.float64(0.3017574963689107), 'precision': 0.6437366341748909, 'recall': 0.6583757459215986}","{'target_f1_micro': 0.42313432835820897, 'target_f1_macro': 0.029761989513719233, 'target_f1_weighted': 0.46770366986598916, 'target_mcc': np.float64(0.12513637774839986), 'precision': 0.027210357835710932, 'recall': 0.03590488812023268, 'identification_rate': np.float64(0.04552590266875981)}"
62,"{'f1_weighted': 0.6583271677416243, 'roc_auc': np.float64(0.6583757459215984), 'mcc': np.float64(0.3017574963689107), 'precision': 0.6437366341748909, 'recall': 0.6583757459215986}","{'target_f1_micro': 0.4212686567164179, 'target_f1_macro': 0.024287214586356357, 'target_f1_weighted': 0.46617544902379454, 'target_mcc': np.float64(0.12223848587175085), 'precision': 0.024105451182667638, 'recall': 0.028726538519522834, 'identification_rate': np.float64(0.03767660910518053)}"
63,"{'f1_weighted': 0.6482376774027022, 'roc_auc': np.float64(0.6521489488706744), 'mcc': np.float64(0.2896491746470658), 'precision': 0.6378528162640117, 'recall': 0.6521489488706745}","{'target_f1_micro': 0.4123134328358209, 'target_f1_macro': 0.032342886455026476, 'target_f1_weighted': 0.46100694688722893, 'target_mcc': np.float64(0.12281556219791104), 'precision': 0.02927902617853767, 'recall': 0.03979658999074258, 'identification_rate': np.float64(0.05434782608695652)}"
64,"{'f1_weighted': 0.6482376774027022, 'roc_auc': np.float64(0.6521489488706744), 'mcc': np.float64(0.2896491746470658), 'precision': 0.6378528162640117, 'recall': 0.6521489488706745}","{'target_f1_micro': 0.41007462686567164, 'target_f1_macro': 0.025051825370115858, 'target_f1_weighted': 0.4588696517408799, 'target_mcc': np.float64(0.11937569791983663), 'precision': 0.022548297143057654, 'recall': 0.032422921814644734, 'identification_rate': np.float64(0.04503105590062112)}"
65,"{'f1_weighted': 0.6449367808711688, 'roc_auc': np.float64(0.6518529470165902), 'mcc': np.float64(0.2890791486889549), 'precision': 0.6375784201896343, 'recall': 0.6518529470165902}","{'target_f1_micro': 0.40261194029850744, 'target_f1_macro': 0.02783212356143109, 'target_f1_weighted': 0.4546483159937971, 'target_mcc': np.float64(0.11717219434784738), 'precision': 0.025429407546574405, 'recall': 0.03398343386371524, 'identification_rate': np.float64(0.04134762633996937)}"
66,"{'f1_weighted': 0.6449367808711688, 'roc_auc': np.float64(0.6518529470165902), 'mcc': np.float64(0.2890791486889549), 'precision': 0.6375784201896343, 'recall': 0.6518529470165902}","{'target_f1_micro': 0.4014925373134328, 'target_f1_macro': 0.02564070906483708, 'target_f1_weighted': 0.4536789503512404, 'target_mcc': np.float64(0.11546370500149628), 'precision': 0.023831008069905308, 'recall': 0.031627930067994046, 'identification_rate': np.float64(0.036753445635528334)}"
67,"{'f1_weighted': 0.6349723038692136, 'roc_auc': np.float64(0.6449010530043113), 'mcc': np.float64(0.275989586833973), 'precision': 0.6314176992877354, 'recall': 0.6449010530043113}","{'target_f1_micro': 0.3902985074626866, 'target_f1_macro': 0.02371701093996359, 'target_f1_weighted': 0.4455908141591079, 'target_mcc': np.float64(0.1097122443222359), 'precision': 0.02182197575054718, 'recall': 0.03030702714333364, 'identification_rate': np.float64(0.036585365853658534)}"
68,"{'f1_weighted': 0.6349723038692136, 'roc_auc': np.float64(0.6449010530043113), 'mcc': np.float64(0.275989586833973), 'precision': 0.6314176992877354, 'recall': 0.6449010530043113}","{'target_f1_micro': 0.3914179104477612, 'target_f1_macro': 0.025655741865619953, 'target_f1_weighted': 0.446495584140835, 'target_mcc': np.float64(0.11140736478381459), 'precision': 0.02346703175274604, 'recall': 0.032014012967966514, 'identification_rate': np.float64(0.041158536585365856)}"
69,"{'f1_weighted': 0.6243917699637406, 'roc_auc': np.float64(0.6391795799908894), 'mcc': np.float64(0.265555567598813), 'precision': 0.6266704488678294, 'recall': 0.6391795799908895}","{'target_f1_micro': 0.38171641791044775, 'target_f1_macro': 0.031080111682417387, 'target_f1_weighted': 0.4402535689532156, 'target_mcc': np.float64(0.11237821618964083), 'precision': 0.02752556560319234, 'recall': 0.040341731797417284, 'identification_rate': np.float64(0.05714285714285714)}"
70,"{'f1_weighted': 0.6243917699637406, 'roc_auc': np.float64(0.6391795799908894), 'mcc': np.float64(0.265555567598813), 'precision': 0.6266704488678294, 'recall': 0.6391795799908895}","{'target_f1_micro': 0.3794776119402985, 'target_f1_macro': 0.03133701174166579, 'target_f1_weighted': 0.439424770761647, 'target_mcc': np.float64(0.10902300725736097), 'precision': 0.02930106966446597, 'recall': 0.03726243453173894, 'identification_rate': np.float64(0.0481203007518797)}"
