target,input_name,output_name
ms_onedrive,708.PNG,T149_52.png
ms_onedrive,715.PNG,T149_53.png
ms_onedrive,716.PNG,T149_54.png
ms_onedrive,720.PNG,T149_55.png
ms_onedrive,727.PNG,T149_56.png
ms_onedrive,740.PNG,T149_57.png
ms_onedrive,777.PNG,T149_58.png
ms_onedrive,792.PNG,T149_59.png
ms_onedrive,864.PNG,T149_60.png
ms_office,012.PNG,T152_37.png
ms_office,090.PNG,T152_38.png
ms_office,091.PNG,T152_39.png
ms_office,355.PNG,T152_40.png
ms_office,356.PNG,T152_41.png
ms_office,389.PNG,T152_42.png
ms_office,390.PNG,T152_43.png
ms_office,529.PNG,T152_44.png
ms_office,565.PNG,T152_45.png
ms_office,729.PNG,T152_46.png
ms_office,843.PNG,T152_47.png
ms_office,844.PNG,T152_48.png
ms_office,847.PNG,T152_49.png
ms_office,865.PNG,T152_50.png
ms_office,866.PNG,T152_51.png
ms_office,921.PNG,T152_52.png
bradesco,014.PNG,T31_2.png
bradesco,087.PNG,T31_3.png
bradesco,172.PNG,T31_4.png
bradesco,609.PNG,T31_5.png
bradesco,610.PNG,T31_6.png
bradesco,662.PNG,T31_7.png
bradesco,663.PNG,T31_8.png
bradesco,664.PNG,T31_9.png
bradesco,730.PNG,T31_10.png
bradesco,734.PNG,T31_11.png
bradesco,744.PNG,T31_12.png
bradesco,780.PNG,T31_13.png
bradesco,782.PNG,T31_14.png
bradesco,783.PNG,T31_15.png
bradesco,784.PNG,T31_16.png
bradesco,785.PNG,T31_17.png
bradesco,786.PNG,T31_18.png
bradesco,787.PNG,T31_19.png
ebay,016.PNG,T54_9.png
ebay,075.PNG,T54_10.png
ebay,076.PNG,T54_11.png
ebay,078.PNG,T54_12.png
ebay,149.PNG,T54_13.png
ebay,198.jpg,T54_14.jpg
ebay,205.PNG,T54_15.png
ebay,206.PNG,T54_16.png
ebay,207.PNG,T54_17.png
ebay,209.PNG,T54_18.png
ebay,234.PNG,T54_19.png
ebay,235.PNG,T54_20.png
ebay,365.PNG,T54_21.png
ebay,371.PNG,T54_22.png
ebay,373.PNG,T54_23.png
ebay,374.PNG,T54_24.png
ebay,376.PNG,T54_25.png
ebay,378.PNG,T54_26.png
ebay,379.PNG,T54_27.png
ebay,380.PNG,T54_28.png
ebay,381.PNG,T54_29.png
ebay,382.PNG,T54_30.png
ebay,383.PNG,T54_31.png
ebay,392.PNG,T54_32.png
ebay,414.PNG,T54_33.png
ebay,415.PNG,T54_34.png
ebay,416.PNG,T54_35.png
ebay,621.PNG,T54_36.png
ebay,793.PNG,T54_37.png
ebay,810.PNG,T54_38.png
ebay,813.PNG,T54_39.png
ebay,814.PNG,T54_40.png
ebay,815.PNG,T54_41.png
ebay,923.PNG,T54_42.png
ebay,924.PNG,T54_43.png
ebay,929.PNG,T54_44.png
ebay,930.PNG,T54_45.png
ebay,931.PNG,T54_46.png
grupobancolombia,017.PNG,T0_0.png
grupobancolombia,056.PNG,T0_1.png
grupobancolombia,191.PNG,T0_2.png
grupobancolombia,412.PNG,T0_3.png
grupobancolombia,422.PNG,T0_4.png
grupobancolombia,465.PNG,T0_5.png
grupobancolombia,475.PNG,T0_6.png
grupobancolombia,494.PNG,T0_7.png
grupobancolombia,495.PNG,T0_8.png
grupobancolombia,498.PNG,T0_9.png
grupobancolombia,508.PNG,T0_10.png
grupobancolombia,509.PNG,T0_11.png
grupobancolombia,723.PNG,T0_12.png
grupobancolombia,748.PNG,T0_13.png
grupobancolombia,749.PNG,T0_14.png
grupobancolombia,822.PNG,T0_15.png
grupobancolombia,823.PNG,T0_16.png
grupobancolombia,824.PNG,T0_17.png
grupobancolombia,850.PNG,T0_18.png
grupobancolombia,851.PNG,T0_19.png
grupobancolombia,852.PNG,T0_20.png
grupobancolombia,856.PNG,T0_21.png
grupobancolombia,857.PNG,T0_22.png
grupobancolombia,870.PNG,T0_23.png
grupobancolombia,871.PNG,T0_24.png
grupobancolombia,872.PNG,T0_25.png
grupobancolombia,873.PNG,T0_26.png
grupobancolombia,902.PNG,T0_27.png
grupobancolombia,909.PNG,T0_28.png
grupobancolombia,917.PNG,T0_29.png
grupobancolombia,932.PNG,T0_30.png
grupobancolombia,934.PNG,T0_31.png
grupobancolombia,942.PNG,T0_32.png
grupobancolombia,943.PNG,T0_33.png
bt,021.PNG,T32_4.png
bt,083.PNG,T32_5.png
bt,084.PNG,T32_6.png
bt,085.PNG,T32_7.png
bt,086.PNG,T32_8.png
bt,194.PNG,T32_9.png
bt,195.PNG,T32_10.png
bt,196.PNG,T32_11.png
bt,322.PNG,T32_12.png
bt,477.PNG,T32_13.png
bt,517.PNG,T32_14.png
bt,518.PNG,T32_15.png
bt,519.PNG,T32_16.png
bt,520.PNG,T32_17.png
bt,521.PNG,T32_18.png
bt,522.PNG,T32_19.png
bt,620.PNG,T32_20.png
bt,774.PNG,T32_21.png
bt,775.PNG,T32_22.png
bt,776.PNG,T32_23.png
bt,831.PNG,T32_24.png
bt,832.PNG,T32_25.png
bt,833.PNG,T32_26.png
bing,022.PNG,T0_0.png
aruba,023.jpg,T14_2.jpg
aruba,024.jpg,T14_3.jpg
aruba,314.PNG,T14_4.png
aruba,315.PNG,T14_5.png
aruba,316.PNG,T14_6.png
aruba,436.jpg,T14_7.jpg
aruba,437.PNG,T14_8.png
aruba,442.PNG,T14_9.png
aruba,443.jpg,T14_10.jpg
aruba,444.PNG,T14_11.png
aruba,445.PNG,T14_12.png
aruba,460.PNG,T14_13.png
aruba,461.PNG,T14_14.png
aruba,530.PNG,T14_15.png
aruba,624.PNG,T14_16.png
aruba,625.PNG,T14_17.png
aruba,659.PNG,T14_18.png
aruba,660.PNG,T14_19.png
aruba,945.PNG,T14_20.png
nab,025.PNG,T94_6.png
orange,028.PNG,T103_15.png
orange,117.PNG,T103_16.png
orange,145.PNG,T103_17.png
orange,323.PNG,T103_18.png
orange,324.PNG,T103_19.png
orange,325.PNG,T103_20.png
orange,340.PNG,T103_21.png
orange,342.PNG,T103_22.png
orange,343.PNG,T103_23.png
orange,344.PNG,T103_24.png
orange,345.PNG,T103_25.png
orange,346.PNG,T103_26.png
orange,347.PNG,T103_27.png
orange,348.PNG,T103_28.png
orange,349.PNG,T103_29.png
orange,448.PNG,T103_30.png
orange,449.PNG,T103_31.png
orange,450.PNG,T103_32.png
orange,451.PNG,T103_33.png
orange,627.PNG,T103_34.png
orange,628.PNG,T103_35.png
orange,629.PNG,T103_36.png
orange,630.PNG,T103_37.png
orange,631.PNG,T103_38.png
orange,632.PNG,T103_39.png
orange,634.PNG,T103_40.png
orange,688.PNG,T103_41.png
orange,728.PNG,T103_42.png
orange,735.PNG,T103_43.png
orange,736.PNG,T103_44.png
orange,803.PNG,T103_45.png
orange,804.PNG,T103_46.png
orange,895.PNG,T103_47.png
orange,896.PNG,T103_48.png
orange,918.PNG,T103_49.png
orange,919.PNG,T103_50.png
orange,920.PNG,T103_51.png
bankofamerica,029.PNG,T0_0.png
bankofamerica,093.PNG,T0_1.png
bankofamerica,094.PNG,T0_2.png
bankofamerica,121.jpg,T0_3.jpg
bankofamerica,136.PNG,T0_4.png
bankofamerica,275.jpg,T0_5.jpg
bankofamerica,427.PNG,T0_6.png
bankofamerica,428.PNG,T0_7.png
bankofamerica,429.PNG,T0_8.png
bankofamerica,430.PNG,T0_9.png
bankofamerica,432.PNG,T0_10.png
bankofamerica,433.PNG,T0_11.png
bankofamerica,439.PNG,T0_12.png
bankofamerica,446.PNG,T0_13.png
bankofamerica,538.PNG,T0_14.png
bankofamerica,539.PNG,T0_15.png
bankofamerica,540.PNG,T0_16.png
bankofamerica,541.PNG,T0_17.png
bankofamerica,542.PNG,T0_18.png
bankofamerica,543.PNG,T0_19.png
bankofamerica,545.PNG,T0_20.png
bankofamerica,546.PNG,T0_21.png
bankofamerica,547.PNG,T0_22.png
bankofamerica,548.PNG,T0_23.png
bankofamerica,549.PNG,T0_24.png
bankofamerica,550.PNG,T0_25.png
bankofamerica,551.PNG,T0_26.png
bankofamerica,552.PNG,T0_27.png
bankofamerica,553.PNG,T0_28.png
bankofamerica,571.PNG,T0_29.png
bankofamerica,572.PNG,T0_30.png
bankofamerica,573.PNG,T0_31.png
bankofamerica,574.PNG,T0_32.png
bankofamerica,575.PNG,T0_33.png
bankofamerica,583.PNG,T0_34.png
bankofamerica,584.PNG,T0_35.png
bankofamerica,585.PNG,T0_36.png
bankofamerica,586.PNG,T0_37.png
bankofamerica,587.PNG,T0_38.png
bankofamerica,588.PNG,T0_39.png
bankofamerica,603.PNG,T0_40.png
bankofamerica,859.PNG,T0_41.png
bankofamerica,860.PNG,T0_42.png
dhl,030.jpg,T50_43.jpg
dhl,050.jpg,T50_44.jpg
dhl,120.jpg,T50_45.jpg
dhl,434.PNG,T50_46.png
dhl,569.PNG,T50_47.png
dhl,598.PNG,T50_48.png
dhl,633.PNG,T50_49.png
dhl,643.PNG,T50_50.png
dhl,644.PNG,T50_51.png
dhl,835.PNG,T50_52.png
dhl,836.PNG,T50_53.png
dhl,944.PNG,T50_54.png
wellsfargo,031.jpg,T0_0.jpg
wellsfargo,049.jpg,T0_1.jpg
wellsfargo,127.png,T0_2.png
wellsfargo,166.PNG,T0_3.png
wellsfargo,167.PNG,T0_4.png
wellsfargo,168.PNG,T0_5.png
wellsfargo,318.PNG,T0_6.png
wellsfargo,337.PNG,T0_7.png
wellsfargo,435.PNG,T0_8.png
wellsfargo,438.PNG,T0_9.png
wellsfargo,457.PNG,T0_10.png
wellsfargo,526.PNG,T0_11.png
wellsfargo,527.PNG,T0_12.png
wellsfargo,528.PNG,T0_13.png
wellsfargo,534.PNG,T0_14.png
wellsfargo,560.PNG,T0_15.png
wellsfargo,561.PNG,T0_16.png
wellsfargo,580.PNG,T0_17.png
wellsfargo,581.PNG,T0_18.png
wellsfargo,582.PNG,T0_19.png
wellsfargo,673.PNG,T0_20.png
wellsfargo,674.PNG,T0_21.png
wellsfargo,675.PNG,T0_22.png
wellsfargo,676.PNG,T0_23.png
wellsfargo,677.PNG,T0_24.png
wellsfargo,678.PNG,T0_25.png
wellsfargo,683.PNG,T0_26.png
wellsfargo,687.PNG,T0_27.png
wellsfargo,692.PNG,T0_28.png
wellsfargo,693.PNG,T0_29.png
wellsfargo,694.PNG,T0_30.png
wellsfargo,695.PNG,T0_31.png
wellsfargo,719.PNG,T0_32.png
wellsfargo,732.PNG,T0_33.png
wellsfargo,733.PNG,T0_34.png
wellsfargo,754.PNG,T0_35.png
wellsfargo,756.PNG,T0_36.png
wellsfargo,764.PNG,T0_37.png
wellsfargo,854.PNG,T0_38.png
wellsfargo,906.PNG,T0_39.png
wellsfargo,907.PNG,T0_40.png
chase,032.PNG,T39_40.png
chase,039.PNG,T39_41.png
chase,045.png,T39_42.png
chase,102.PNG,T39_43.png
chase,114.PNG,T39_44.png
chase,122.png,T39_45.png
chase,138.PNG,T39_46.png
chase,139.PNG,T39_47.png
chase,140.PNG,T39_48.png
chase,271.PNG,T39_49.png
chase,282.PNG,T39_50.png
chase,283.PNG,T39_51.png
chase,284.jpg,T39_52.jpg
chase,290.PNG,T39_53.png
chase,291.PNG,T39_54.png
chase,295.PNG,T39_55.png
chase,334.PNG,T39_56.png
chase,335.PNG,T39_57.png
chase,417.PNG,T39_58.png
chase,418.PNG,T39_59.png
chase,419.PNG,T39_60.png
chase,420.PNG,T39_61.png
chase,431.PNG,T39_62.png
chase,556.PNG,T39_63.png
chase,557.PNG,T39_64.png
chase,558.PNG,T39_65.png
chase,591.PNG,T39_66.png
chase,592.PNG,T39_67.png
chase,593.PNG,T39_68.png
chase,594.PNG,T39_69.png
chase,800.PNG,T39_70.png
chase,811.PNG,T39_71.png
chase,812.PNG,T39_72.png
chase,903.PNG,T39_73.png
chase,904.PNG,T39_74.png
chase,908.PNG,T39_75.png
chase,915.PNG,T39_76.png
chase,941.PNG,T39_77.png
netflix,033.PNG,T98_6.png
netflix,351.PNG,T98_7.png
netflix,440.PNG,T98_8.png
netflix,493.PNG,T98_9.png
netflix,499.PNG,T98_10.png
netflix,576.PNG,T98_11.png
netflix,577.PNG,T98_12.png
netflix,615.PNG,T98_13.png
netflix,636.PNG,T98_14.png
netflix,685.PNG,T98_15.png
netflix,711.PNG,T98_16.png
netflix,712.PNG,T98_17.png
netflix,900.PNG,T98_18.png
netflix,922.PNG,T98_19.png
netflix,925.PNG,T98_20.png
netflix,926.PNG,T98_21.png
netflix,927.PNG,T98_22.png
netflix,928.PNG,T98_23.png
paypal,034.jpg,T108_119.jpg
paypal,051.jpg,T108_120.jpg
paypal,052.png,T108_121.png
paypal,053.jpg,T108_122.jpg
paypal,054.PNG,T108_123.png
paypal,063.PNG,T108_124.png
paypal,064.PNG,T108_125.png
paypal,065.PNG,T108_126.png
paypal,066.PNG,T108_127.png
paypal,067.PNG,T108_128.png
paypal,125.jpg,T108_129.jpg
paypal,146.PNG,T108_130.png
paypal,148.PNG,T108_131.png
paypal,151.PNG,T108_132.png
paypal,152.PNG,T108_133.png
paypal,153.PNG,T108_134.png
paypal,154.PNG,T108_135.png
paypal,159.PNG,T108_136.png
paypal,160.PNG,T108_137.png
paypal,161.PNG,T108_138.png
paypal,162.PNG,T108_139.png
paypal,163.PNG,T108_140.png
paypal,169.PNG,T108_141.png
paypal,170.PNG,T108_142.png
paypal,171.PNG,T108_143.png
paypal,173.PNG,T108_144.png
paypal,174.PNG,T108_145.png
paypal,175.PNG,T108_146.png
paypal,176.PNG,T108_147.png
paypal,188.PNG,T108_148.png
paypal,189.PNG,T108_149.png
paypal,190.PNG,T108_150.png
paypal,199.PNG,T108_151.png
paypal,200.PNG,T108_152.png
paypal,202.PNG,T108_153.png
paypal,203.PNG,T108_154.png
paypal,204.jpg,T108_155.jpg
paypal,210.PNG,T108_156.png
paypal,211.PNG,T108_157.png
paypal,212.PNG,T108_158.png
paypal,213.PNG,T108_159.png
paypal,214.PNG,T108_160.png
paypal,215.PNG,T108_161.png
paypal,217.PNG,T108_162.png
paypal,218.PNG,T108_163.png
paypal,219.PNG,T108_164.png
paypal,220.PNG,T108_165.png
paypal,222.PNG,T108_166.png
paypal,223.PNG,T108_167.png
paypal,224.PNG,T108_168.png
paypal,225.PNG,T108_169.png
paypal,274.PNG,T108_170.png
paypal,292.PNG,T108_171.png
paypal,302.PNG,T108_172.png
paypal,305.PNG,T108_173.png
paypal,308.PNG,T108_174.png
paypal,311.PNG,T108_175.png
paypal,317.PNG,T108_176.png
paypal,319.PNG,T108_177.png
paypal,336.PNG,T108_178.png
paypal,338.PNG,T108_179.png
paypal,361.PNG,T108_180.png
paypal,362.PNG,T108_181.png
paypal,363.PNG,T108_182.png
paypal,366.PNG,T108_183.png
paypal,370.PNG,T108_184.png
paypal,377.PNG,T108_185.png
paypal,384.PNG,T108_186.png
paypal,385.PNG,T108_187.png
paypal,386.PNG,T108_188.png
paypal,387.PNG,T108_189.png
paypal,388.PNG,T108_190.png
paypal,393.PNG,T108_191.png
paypal,394.PNG,T108_192.png
paypal,395.PNG,T108_193.png
paypal,396.PNG,T108_194.png
paypal,397.PNG,T108_195.png
paypal,398.PNG,T108_196.png
paypal,399.PNG,T108_197.png
paypal,400.PNG,T108_198.png
paypal,401.PNG,T108_199.png
paypal,409.PNG,T108_200.png
paypal,423.PNG,T108_201.png
paypal,456.PNG,T108_202.png
paypal,471.PNG,T108_203.png
paypal,472.PNG,T108_204.png
paypal,473.PNG,T108_205.png
paypal,476.PNG,T108_206.png
paypal,478.PNG,T108_207.png
paypal,479.PNG,T108_208.png
paypal,480.PNG,T108_209.png
paypal,481.PNG,T108_210.png
paypal,482.PNG,T108_211.png
paypal,483.PNG,T108_212.png
paypal,484.PNG,T108_213.png
paypal,485.PNG,T108_214.png
paypal,490.PNG,T108_215.png
paypal,491.PNG,T108_216.png
paypal,492.PNG,T108_217.png
paypal,512.PNG,T108_218.png
paypal,536.PNG,T108_219.png
paypal,555.PNG,T108_220.png
paypal,599.PNG,T108_221.png
paypal,605.PNG,T108_222.png
paypal,612.PNG,T108_223.png
paypal,654.PNG,T108_224.png
paypal,667.PNG,T108_225.png
paypal,671.PNG,T108_226.png
paypal,672.PNG,T108_227.png
paypal,679.PNG,T108_228.png
paypal,686.PNG,T108_229.png
paypal,739.PNG,T108_230.png
paypal,758.PNG,T108_231.png
paypal,759.PNG,T108_232.png
paypal,760.PNG,T108_233.png
paypal,761.PNG,T108_234.png
paypal,762.PNG,T108_235.png
paypal,763.PNG,T108_236.png
paypal,765.PNG,T108_237.png
paypal,766.PNG,T108_238.png
paypal,768.PNG,T108_239.png
paypal,773.PNG,T108_240.png
paypal,795.PNG,T108_241.png
paypal,796.PNG,T108_242.png
paypal,797.PNG,T108_243.png
paypal,816.PNG,T108_244.png
paypal,817.PNG,T108_245.png
paypal,839.PNG,T108_246.png
paypal,853.PNG,T108_247.png
paypal,868.PNG,T108_248.png
paypal,892.PNG,T108_249.png
paypal,893.PNG,T108_250.png
paypal,897.PNG,T108_251.png
paypal,901.PNG,T108_252.png
paypal,905.PNG,T108_253.png
paypal,935.PNG,T108_254.png
paypal,936.PNG,T108_255.png
twitter,035.PNG,T136_3.png
google,040.PNG,T65_37.png
google,236.PNG,T65_38.png
google,237.PNG,T65_39.png
google,650.PNG,T65_40.png
google,745.PNG,T65_41.png
google,746.PNG,T65_42.png
google,747.PNG,T65_43.png
google,849.PNG,T65_44.png
google,914.PNG,T65_45.png
viabcp,041.PNG,T0_0.png
viabcp,099.PNG,T0_1.png
viabcp,216.PNG,T0_2.png
viabcp,458.PNG,T0_3.png
viabcp,510.PNG,T0_4.png
viabcp,570.PNG,T0_5.png
viabcp,933.PNG,T0_6.png
viabcp,940.PNG,T0_7.png
yahoo,042.png,T144_70.png
yahoo,072.png,T144_71.png
yahoo,088.PNG,T144_72.png
yahoo,137.PNG,T144_73.png
yahoo,554.PNG,T144_74.png
yahoo,607.PNG,T144_75.png
yahoo,790.PNG,T144_76.png
yahoo,791.PNG,T144_77.png
alibaba,043.png,T4_53.png
alibaba,339.PNG,T4_54.png
alibaba,341.PNG,T4_55.png
alibaba,537.PNG,T4_56.png
alibaba,590.PNG,T4_57.png
alibaba,622.PNG,T4_58.png
itau,044.png,T77_13.png
itau,068.PNG,T77_14.png
itau,069.PNG,T77_15.png
itau,092.PNG,T77_16.png
itau,391.PNG,T77_17.png
itau,462.PNG,T77_18.png
itau,463.PNG,T77_19.png
itau,464.PNG,T77_20.png
itau,486.PNG,T77_21.png
itau,487.PNG,T77_22.png
itau,488.PNG,T77_23.png
itau,489.PNG,T77_24.png
itau,497.jpg,T77_25.jpg
itau,830.PNG,T77_26.png
itau,869.PNG,T77_27.png
itau,886.PNG,T77_28.png
itau,887.PNG,T77_29.png
outlook,046.png,T0_0.png
outlook,060.PNG,T0_1.png
outlook,082.PNG,T0_2.png
outlook,118.PNG,T0_3.png
outlook,144.PNG,T0_4.png
outlook,193.PNG,T0_5.png
outlook,201.PNG,T0_6.png
outlook,357.PNG,T0_7.png
outlook,402.PNG,T0_8.png
outlook,404.PNG,T0_9.png
outlook,405.PNG,T0_10.png
outlook,406.PNG,T0_11.png
outlook,474.PNG,T0_12.png
outlook,523.PNG,T0_13.png
outlook,600.PNG,T0_14.png
outlook,710.PNG,T0_15.png
outlook,829.PNG,T0_16.png
caixabank,047.png,T0_0.png
caixabank,939.PNG,T0_1.png
linkedin,048.png,T84_26.png
linkedin,657.PNG,T84_27.png
linkedin,726.PNG,T84_28.png
linkedin,855.PNG,T84_29.png
linkedin,861.PNG,T84_30.png
linkedin,862.PNG,T84_31.png
linkedin,863.PNG,T84_32.png
linkedin,899.PNG,T84_33.png
runescape,055.PNG,T112_3.png
runescape,059.PNG,T112_4.png
runescape,273.PNG,T112_5.png
runescape,333.PNG,T112_6.png
runescape,779.PNG,T112_7.png
runescape,781.PNG,T112_8.png
runescape,889.PNG,T112_9.png
runescape,890.PNG,T112_10.png
runescape,911.PNG,T112_11.png
absa,061.PNG,T0_9.png
absa,062.PNG,T0_10.png
absa,101.PNG,T0_11.png
absa,407.PNG,T0_12.png
absa,845.jpg,T0_13.jpg
suntrust,070.PNG,T127_1.png
suntrust,616.PNG,T127_2.png
suntrust,778.PNG,T127_3.png
suntrust,891.PNG,T127_4.png
