file,baseline_class,baseline_distance,baseline_target,true_class,true_target
/home/phish/Dokumenty/test/final/phish-target-recognition/data_splits/cert/phishpedia/data/test/phishing/lh.pl+sample1788/shot.png,1,0.0,olx,1,lh.pl
/home/phish/Dokumenty/test/final/phish-target-recognition/data_splits/cert/phishpedia/data/test/phishing/lh.pl+sample6209/shot.png,1,0.0,allegro,1,lh.pl
/home/phish/Dokumenty/test/final/phish-target-recognition/data_splits/cert/phishpedia/data/test/phishing/facebook+sample4787/shot.png,1,0.0,lh.pl,1,facebook
/home/phish/Dokumenty/test/final/phish-target-recognition/data_splits/cert/phishpedia/data/test/phishing/poczta_polska+sample123/shot.png,1,0.0,allegro,1,poczta_polska
/home/phish/Dokumenty/test/final/phish-target-recognition/data_splits/cert/phishpedia/data/test/phishing/olx+sample4713/shot.png,1,0.0,lh.pl,1,olx
/home/phish/Dokumenty/test/final/phish-target-recognition/data_splits/cert/phishpedia/data/test/phishing/allegro+sample3932/shot.png,0,28.0,benign,1,allegro
/home/phish/Dokumenty/test/final/phish-target-recognition/data_splits/cert/phishpedia/data/test/phishing/facebook+sample5254/shot.png,1,0.0,olx,1,facebook
/home/phish/Dokumenty/test/final/phish-target-recognition/data_splits/cert/phishpedia/data/test/phishing/facebook+sample1371/shot.png,1,2.0,fedex,1,facebook
/home/phish/Dokumenty/test/final/phish-target-recognition/data_splits/cert/phishpedia/data/test/phishing/mbank+sample3284/predict.png,1,0.0,allegro,1,allegro
/home/phish/Dokumenty/test/final/phish-target-recognition/data_splits/cert/phishpedia/data/test/phishing/mbank+sample3284/shot.png,0,40.0,benign,1,mbank
/home/phish/Dokumenty/test/final/phish-target-recognition/data_splits/cert/phishpedia/data/test/phishing/whatsapp+sample2299/shot.png,1,12.0,facebook,1,whatsapp
/home/phish/Dokumenty/test/final/phish-target-recognition/data_splits/cert/phishpedia/data/test/phishing/gazeta.pl+sample105/shot.png,1,0.0,usps,1,gazeta.pl
/home/phish/Dokumenty/test/final/phish-target-recognition/data_splits/cert/phishpedia/data/test/phishing/allegro+sample2752/shot.png,1,10.0,gazeta.pl,1,allegro
/home/phish/Dokumenty/test/final/phish-target-recognition/data_splits/cert/phishpedia/data/test/phishing/usps+sample3551/shot.png,1,0.0,fedex,1,usps
/home/phish/Dokumenty/test/final/phish-target-recognition/data_splits/cert/phishpedia/data/test/phishing/allegro+sample3251/shot.png,1,0.0,olx,1,allegro
/home/phish/Dokumenty/test/final/phish-target-recognition/data_splits/cert/phishpedia/data/test/phishing/olx+sample839/shot.png,0,42.0,benign,1,olx
/home/phish/Dokumenty/test/final/phish-target-recognition/data_splits/cert/phishpedia/data/test/phishing/olx+sample4289/shot.png,0,36.0,benign,1,olx
/home/phish/Dokumenty/test/final/phish-target-recognition/data_splits/cert/phishpedia/data/test/phishing/olx+sample4470/shot.png,1,0.0,allegro,1,olx
/home/phish/Dokumenty/test/final/phish-target-recognition/data_splits/cert/phishpedia/data/test/phishing/olx+sample3349/shot.png,0,38.0,benign,1,olx
/home/phish/Dokumenty/test/final/phish-target-recognition/data_splits/cert/phishpedia/data/test/phishing/home.pl+sample3721/shot.png,1,0.0,olx,1,home.pl
/home/phish/Dokumenty/test/final/phish-target-recognition/data_splits/cert/phishpedia/data/test/phishing/olx+sample2021/shot.png,1,0.0,fedex,1,olx
/home/phish/Dokumenty/test/final/phish-target-recognition/data_splits/cert/phishpedia/data/test/phishing/fedex+sample4484/shot.png,1,10.0,facebook,1,fedex
/home/phish/Dokumenty/test/final/phish-target-recognition/data_splits/cert/phishpedia/data/test/phishing/allegro+sample3511/shot.png,0,32.0,benign,1,allegro
/home/phish/Dokumenty/test/final/phish-target-recognition/data_splits/cert/phishpedia/data/test/phishing/facebook+sample6625/shot.png,1,2.0,benign,1,facebook
/home/phish/Dokumenty/test/final/phish-target-recognition/data_splits/cert/phishpedia/data/test/phishing/fedex+sample754/shot.png,1,0.0,allegro,1,fedex
/home/phish/Dokumenty/test/final/phish-target-recognition/data_splits/cert/phishpedia/data/test/phishing/olx+sample5722/shot.png,0,28.0,benign,1,olx
/home/phish/Dokumenty/test/final/phish-target-recognition/data_splits/cert/phishpedia/data/test/phishing/payu+sample2961/shot.png,1,0.0,allegro,1,payu
/home/phish/Dokumenty/test/final/phish-target-recognition/data_splits/cert/phishpedia/data/test/phishing/home.pl+sample4264/shot.png,1,0.0,allegro,1,home.pl
/home/phish/Dokumenty/test/final/phish-target-recognition/data_splits/cert/phishpedia/data/test/phishing/allegro+sample3746/shot.png,0,32.0,benign,1,allegro
/home/phish/Dokumenty/test/final/phish-target-recognition/data_splits/cert/phishpedia/data/test/phishing/olx+sample7179/shot.png,0,34.0,benign,1,olx
/home/phish/Dokumenty/test/final/phish-target-recognition/data_splits/cert/phishpedia/data/test/phishing/allegro+sample2318/shot.png,0,38.0,benign,1,allegro
/home/phish/Dokumenty/test/final/phish-target-recognition/data_splits/cert/phishpedia/data/test/phishing/allegro+sample4505/shot.png,1,0.0,olx,1,allegro
/home/phish/Dokumenty/test/final/phish-target-recognition/data_splits/cert/phishpedia/data/test/phishing/olx+sample4157/shot.png,1,24.0,olx,1,olx
/home/phish/Dokumenty/test/final/phish-target-recognition/data_splits/cert/phishpedia/data/test/phishing/olx+sample1970/shot.png,1,0.0,allegro,1,olx
/home/phish/Dokumenty/test/final/phish-target-recognition/data_splits/cert/phishpedia/data/test/phishing/allegro+sample6858/shot.png,0,52.0,benign,1,allegro
/home/phish/Dokumenty/test/final/phish-target-recognition/data_splits/cert/phishpedia/data/test/phishing/facebook+sample1228/shot.png,1,0.0,allegro,1,facebook
/home/phish/Dokumenty/test/final/phish-target-recognition/data_splits/cert/phishpedia/data/test/phishing/olx+sample5052/shot.png,0,42.0,benign,1,olx
/home/phish/Dokumenty/test/final/phish-target-recognition/data_splits/cert/phishpedia/data/test/phishing/facebook+sample3031/shot.png,1,0.0,olx,1,facebook
/home/phish/Dokumenty/test/final/phish-target-recognition/data_splits/cert/phishpedia/data/test/phishing/facebook+sample1896/shot.png,1,0.0,facebook,1,facebook
/home/phish/Dokumenty/test/final/phish-target-recognition/data_splits/cert/phishpedia/data/test/phishing/lh.pl+sample5768/shot.png,1,0.0,microsoft,1,lh.pl
/home/phish/Dokumenty/test/final/phish-target-recognition/data_splits/cert/phishpedia/data/test/phishing/booking+sample2271/shot.png,0,64.0,benign,1,booking
/home/phish/Dokumenty/test/final/phish-target-recognition/data_splits/cert/phishpedia/data/test/phishing/payu+sample7162/shot.png,0,62.0,benign,1,payu
/home/phish/Dokumenty/test/final/phish-target-recognition/data_splits/cert/phishpedia/data/test/phishing/microsoft+sample6057/predict.png,1,22.0,biedronka,1,biedronka
/home/phish/Dokumenty/test/final/phish-target-recognition/data_splits/cert/phishpedia/data/test/phishing/microsoft+sample6057/shot.png,1,0.0,lh.pl,1,microsoft
/home/phish/Dokumenty/test/final/phish-target-recognition/data_splits/cert/phishpedia/data/test/phishing/olx+sample2512/shot.png,0,58.0,benign,1,olx
/home/phish/Dokumenty/test/final/phish-target-recognition/data_splits/cert/phishpedia/data/test/phishing/allegro+sample7158/shot.png,1,0.0,millennium,1,allegro
/home/phish/Dokumenty/test/final/phish-target-recognition/data_splits/cert/phishpedia/data/test/phishing/meta+sample1430/shot.png,0,52.0,benign,1,meta
/home/phish/Dokumenty/test/final/phish-target-recognition/data_splits/cert/phishpedia/data/test/phishing/facebook+sample3475/shot.png,1,14.0,home.pl,1,facebook
/home/phish/Dokumenty/test/final/phish-target-recognition/data_splits/cert/phishpedia/data/test/phishing/poczta_polska+sample4232/shot.png,1,16.0,allegro,1,poczta_polska
/home/phish/Dokumenty/test/final/phish-target-recognition/data_splits/cert/phishpedia/data/test/phishing/allegro+sample6177/shot.png,0,58.0,benign,1,allegro
/home/phish/Dokumenty/test/final/phish-target-recognition/data_splits/cert/phishpedia/data/test/phishing/biedronka+sample2110/predict.png,0,74.0,benign,0,benign
/home/phish/Dokumenty/test/final/phish-target-recognition/data_splits/cert/phishpedia/data/test/phishing/biedronka+sample2110/shot.png,1,0.0,home.pl,1,biedronka
/home/phish/Dokumenty/test/final/phish-target-recognition/data_splits/cert/phishpedia/data/test/phishing/facebook+sample1324/shot.png,1,0.0,allegro,1,facebook
/home/phish/Dokumenty/test/final/phish-target-recognition/data_splits/cert/phishpedia/data/test/phishing/olx+sample1827/shot.png,0,38.0,benign,1,olx
/home/phish/Dokumenty/test/final/phish-target-recognition/data_splits/cert/phishpedia/data/test/phishing/olx+sample5472/shot.png,0,80.0,benign,1,olx
/home/phish/Dokumenty/test/final/phish-target-recognition/data_splits/cert/phishpedia/data/test/phishing/poczta_polska+sample2408/shot.png,1,0.0,vinted,1,poczta_polska
/home/phish/Dokumenty/test/final/phish-target-recognition/data_splits/cert/phishpedia/data/test/phishing/temu+sample300/predict.png,1,16.0,benign,0,benign
/home/phish/Dokumenty/test/final/phish-target-recognition/data_splits/cert/phishpedia/data/test/phishing/temu+sample300/shot.png,1,0.0,allegro,1,temu
/home/phish/Dokumenty/test/final/phish-target-recognition/data_splits/cert/phishpedia/data/test/phishing/allegro+sample3747/shot.png,1,14.0,benign,1,allegro
/home/phish/Dokumenty/test/final/phish-target-recognition/data_splits/cert/phishpedia/data/test/phishing/allegro+sample4147/shot.png,0,54.0,benign,1,allegro
/home/phish/Dokumenty/test/final/phish-target-recognition/data_splits/cert/phishpedia/data/test/phishing/pko+sample4591/shot.png,0,52.0,benign,1,pko
/home/phish/Dokumenty/test/final/phish-target-recognition/data_splits/cert/phishpedia/data/test/phishing/tesla+sample683/shot.png,1,0.0,usps,1,tesla
/home/phish/Dokumenty/test/final/phish-target-recognition/data_splits/cert/phishpedia/data/test/phishing/allegro+sample1603/shot.png,0,28.0,benign,1,allegro
/home/phish/Dokumenty/test/final/phish-target-recognition/data_splits/cert/phishpedia/data/test/phishing/olx+sample6202/shot.png,1,26.0,facebook,1,olx
/home/phish/Dokumenty/test/final/phish-target-recognition/data_splits/cert/phishpedia/data/test/phishing/olx+sample2078/shot.png,0,48.0,benign,1,olx
/home/phish/Dokumenty/test/final/phish-target-recognition/data_splits/cert/phishpedia/data/test/phishing/facebook+sample558/shot.png,1,8.0,olx,1,facebook
/home/phish/Dokumenty/test/final/phish-target-recognition/data_splits/cert/phishpedia/data/test/phishing/olx+sample1319/shot.png,0,50.0,benign,1,olx
/home/phish/Dokumenty/test/final/phish-target-recognition/data_splits/cert/phishpedia/data/test/phishing/olx+sample5883/shot.png,1,0.0,allegro,1,olx
/home/phish/Dokumenty/test/final/phish-target-recognition/data_splits/cert/phishpedia/data/test/phishing/allegro+sample5635/shot.png,1,0.0,allegro,1,allegro
/home/phish/Dokumenty/test/final/phish-target-recognition/data_splits/cert/phishpedia/data/test/phishing/allegro+sample2090/shot.png,1,10.0,olx,1,allegro
/home/phish/Dokumenty/test/final/phish-target-recognition/data_splits/cert/phishpedia/data/test/phishing/facebook+sample2203/shot.png,1,12.0,tesla,1,facebook
/home/phish/Dokumenty/test/final/phish-target-recognition/data_splits/cert/phishpedia/data/test/phishing/temu+sample4003/predict.png,1,22.0,facebook,1,facebook
/home/phish/Dokumenty/test/final/phish-target-recognition/data_splits/cert/phishpedia/data/test/phishing/temu+sample4003/shot.png,1,10.0,tesla,1,temu
/home/phish/Dokumenty/test/final/phish-target-recognition/data_splits/cert/phishpedia/data/test/phishing/olx+sample3595/shot.png,1,0.0,home.pl,1,olx
/home/phish/Dokumenty/test/final/phish-target-recognition/data_splits/cert/phishpedia/data/test/phishing/nazwa.pl+sample3420/shot.png,0,40.0,benign,1,nazwa.pl
/home/phish/Dokumenty/test/final/phish-target-recognition/data_splits/cert/phishpedia/data/test/phishing/facebook+sample593/shot.png,0,44.0,benign,1,facebook
/home/phish/Dokumenty/test/final/phish-target-recognition/data_splits/cert/phishpedia/data/test/phishing/urbancard.pl+sample5623/shot.png,1,0.0,allegro,1,urbancard.pl
/home/phish/Dokumenty/test/final/phish-target-recognition/data_splits/cert/phishpedia/data/test/phishing/facebook+sample6184/shot.png,1,0.0,plus,1,facebook
/home/phish/Dokumenty/test/final/phish-target-recognition/data_splits/cert/phishpedia/data/test/phishing/home.pl+sample5552/shot.png,1,0.0,home.pl,1,home.pl
/home/phish/Dokumenty/test/final/phish-target-recognition/data_splits/cert/phishpedia/data/test/phishing/millennium+sample3855/predict.png,1,0.0,olx,1,olx
/home/phish/Dokumenty/test/final/phish-target-recognition/data_splits/cert/phishpedia/data/test/phishing/millennium+sample3855/shot.png,1,2.0,allegro,1,millennium
/home/phish/Dokumenty/test/final/phish-target-recognition/data_splits/cert/phishpedia/data/test/phishing/nazwa.pl+sample1080/shot.png,1,0.0,allegro,1,nazwa.pl
/home/phish/Dokumenty/test/final/phish-target-recognition/data_splits/cert/phishpedia/data/test/phishing/pko+sample1496/shot.png,1,0.0,plus,1,pko
/home/phish/Dokumenty/test/final/phish-target-recognition/data_splits/cert/phishpedia/data/test/phishing/home.pl+sample2976/shot.png,0,96.0,benign,1,home.pl
/home/phish/Dokumenty/test/final/phish-target-recognition/data_splits/cert/phishpedia/data/test/phishing/facebook+sample1441/shot.png,1,0.0,olx,1,facebook
/home/phish/Dokumenty/test/final/phish-target-recognition/data_splits/cert/phishpedia/data/test/phishing/gazeta.pl+sample4500/shot.png,1,0.0,olx,1,gazeta.pl
/home/phish/Dokumenty/test/final/phish-target-recognition/data_splits/cert/phishpedia/data/test/phishing/facebook+sample6273/shot.png,1,0.0,gazeta.pl,1,facebook
/home/phish/Dokumenty/test/final/phish-target-recognition/data_splits/cert/phishpedia/data/test/phishing/olx+sample5314/shot.png,0,48.0,benign,1,olx
/home/phish/Dokumenty/test/final/phish-target-recognition/data_splits/cert/phishpedia/data/test/phishing/onet+sample4537/predict.png,1,22.0,olx,1,olx
/home/phish/Dokumenty/test/final/phish-target-recognition/data_splits/cert/phishpedia/data/test/phishing/onet+sample4537/shot.png,0,48.0,benign,1,onet
/home/phish/Dokumenty/test/final/phish-target-recognition/data_splits/cert/phishpedia/data/test/phishing/payu+sample1214/shot.png,1,0.0,allegro,1,payu
/home/phish/Dokumenty/test/final/phish-target-recognition/data_splits/cert/phishpedia/data/test/phishing/home.pl+sample2657/shot.png,0,42.0,benign,1,home.pl
/home/phish/Dokumenty/test/final/phish-target-recognition/data_splits/cert/phishpedia/data/test/phishing/olx+sample1307/shot.png,1,0.0,olx,1,olx
/home/phish/Dokumenty/test/final/phish-target-recognition/data_splits/cert/phishpedia/data/test/phishing/home.pl+sample3181/shot.png,1,0.0,olx,1,home.pl
/home/phish/Dokumenty/test/final/phish-target-recognition/data_splits/cert/phishpedia/data/test/phishing/olx+sample755/shot.png,1,0.0,olx,1,olx
/home/phish/Dokumenty/test/final/phish-target-recognition/data_splits/cert/phishpedia/data/test/phishing/olx+sample2885/shot.png,1,0.0,olx,1,olx
/home/phish/Dokumenty/test/final/phish-target-recognition/data_splits/cert/phishpedia/data/test/phishing/facebook+sample1831/shot.png,0,40.0,benign,1,facebook
/home/phish/Dokumenty/test/final/phish-target-recognition/data_splits/cert/phishpedia/data/test/phishing/meta+sample4494/shot.png,1,2.0,facebook,1,meta
/home/phish/Dokumenty/test/final/phish-target-recognition/data_splits/cert/phishpedia/data/test/phishing/vinted+sample4431/shot.png,1,10.0,pko,1,vinted
/home/phish/Dokumenty/test/final/phish-target-recognition/data_splits/cert/phishpedia/data/test/phishing/facebook+sample518/shot.png,1,20.0,facebook,1,facebook
/home/phish/Dokumenty/test/final/phish-target-recognition/data_splits/cert/phishpedia/data/test/phishing/vinted+sample6977/shot.png,1,0.0,meta,1,vinted
/home/phish/Dokumenty/test/final/phish-target-recognition/data_splits/cert/phishpedia/data/test/phishing/olx+sample2257/shot.png,1,4.0,olx,1,olx
/home/phish/Dokumenty/test/final/phish-target-recognition/data_splits/cert/phishpedia/data/test/phishing/dpd+sample1007/shot.png,0,40.0,benign,1,dpd
/home/phish/Dokumenty/test/final/phish-target-recognition/data_splits/cert/phishpedia/data/test/phishing/gazeta.pl+sample6946/shot.png,1,0.0,allegro,1,gazeta.pl
/home/phish/Dokumenty/test/final/phish-target-recognition/data_splits/cert/phishpedia/data/test/phishing/pgnig+sample926/shot.png,1,0.0,fedex,1,pgnig
/home/phish/Dokumenty/test/final/phish-target-recognition/data_splits/cert/phishpedia/data/test/phishing/allegro+sample1724/shot.png,0,32.0,benign,1,allegro
/home/phish/Dokumenty/test/final/phish-target-recognition/data_splits/cert/phishpedia/data/test/phishing/allegro+sample3677/shot.png,1,2.0,benign,1,allegro
/home/phish/Dokumenty/test/final/phish-target-recognition/data_splits/cert/phishpedia/data/test/phishing/olx+sample602/shot.png,1,0.0,urbancard.pl,1,olx
/home/phish/Dokumenty/test/final/phish-target-recognition/data_splits/cert/phishpedia/data/test/phishing/allegro+sample6556/shot.png,1,0.0,olx,1,allegro
/home/phish/Dokumenty/test/final/phish-target-recognition/data_splits/cert/phishpedia/data/test/phishing/olx+sample1887/shot.png,1,0.0,booking,1,olx
/home/phish/Dokumenty/test/final/phish-target-recognition/data_splits/cert/phishpedia/data/test/phishing/home.pl+sample3260/shot.png,1,0.0,home.pl,1,home.pl
/home/phish/Dokumenty/test/final/phish-target-recognition/data_splits/cert/phishpedia/data/test/phishing/facebook+sample5719/shot.png,1,0.0,olx,1,facebook
/home/phish/Dokumenty/test/final/phish-target-recognition/data_splits/cert/phishpedia/data/test/phishing/olx+sample1854/shot.png,1,0.0,allegro,1,olx
/home/phish/Dokumenty/test/final/phish-target-recognition/data_splits/cert/phishpedia/data/test/phishing/lh.pl+sample6579/shot.png,1,20.0,olx,1,lh.pl
/home/phish/Dokumenty/test/final/phish-target-recognition/data_splits/cert/phishpedia/data/test/phishing/olx+sample1139/shot.png,0,36.0,benign,1,olx
/home/phish/Dokumenty/test/final/phish-target-recognition/data_splits/cert/phishpedia/data/test/phishing/olx+sample5782/shot.png,1,0.0,plus,1,olx
/home/phish/Dokumenty/test/final/phish-target-recognition/data_splits/cert/phishpedia/data/test/phishing/allegro+sample3136/shot.png,1,0.0,lh.pl,1,allegro
/home/phish/Dokumenty/test/final/phish-target-recognition/data_splits/cert/phishpedia/data/test/phishing/facebook+sample694/shot.png,0,84.0,benign,1,facebook
/home/phish/Dokumenty/test/final/phish-target-recognition/data_splits/cert/phishpedia/data/test/phishing/poczta_polska+sample5048/predict.png,0,84.0,benign,0,benign
/home/phish/Dokumenty/test/final/phish-target-recognition/data_splits/cert/phishpedia/data/test/phishing/poczta_polska+sample5048/shot.png,1,0.0,facebook,1,poczta_polska
/home/phish/Dokumenty/test/final/phish-target-recognition/data_splits/cert/phishpedia/data/test/phishing/olx+sample5449/shot.png,0,38.0,benign,1,olx
/home/phish/Dokumenty/test/final/phish-target-recognition/data_splits/cert/phishpedia/data/test/phishing/allegro+sample4118/shot.png,1,0.0,plus,1,allegro
/home/phish/Dokumenty/test/final/phish-target-recognition/data_splits/cert/phishpedia/data/test/phishing/olx+sample7096/shot.png,1,0.0,olx,1,olx
/home/phish/Dokumenty/test/final/phish-target-recognition/data_splits/cert/phishpedia/data/test/phishing/olx+sample2860/shot.png,1,22.0,fedex,1,olx
/home/phish/Dokumenty/test/final/phish-target-recognition/data_splits/cert/phishpedia/data/test/phishing/olx+sample2315/shot.png,0,40.0,benign,1,olx
/home/phish/Dokumenty/test/final/phish-target-recognition/data_splits/cert/phishpedia/data/test/phishing/home.pl+sample5159/shot.png,1,0.0,home.pl,1,home.pl
/home/phish/Dokumenty/test/final/phish-target-recognition/data_splits/cert/phishpedia/data/test/phishing/facebook+sample6420/shot.png,1,22.0,inpost,1,facebook
/home/phish/Dokumenty/test/final/phish-target-recognition/data_splits/cert/phishpedia/data/test/phishing/usps+sample6493/shot.png,1,22.0,allegro,1,usps
/home/phish/Dokumenty/test/final/phish-target-recognition/data_splits/cert/phishpedia/data/test/phishing/vinted+sample3914/shot.png,1,0.0,usps,1,vinted
/home/phish/Dokumenty/test/final/phish-target-recognition/data_splits/cert/phishpedia/data/test/phishing/olx+sample887/shot.png,1,26.0,olx,1,olx
/home/phish/Dokumenty/test/final/phish-target-recognition/data_splits/cert/phishpedia/data/test/phishing/home.pl+sample6156/shot.png,0,66.0,benign,1,home.pl
/home/phish/Dokumenty/test/final/phish-target-recognition/data_splits/cert/phishpedia/data/test/phishing/olx+sample4100/shot.png,1,18.0,pko,1,olx
/home/phish/Dokumenty/test/final/phish-target-recognition/data_splits/cert/phishpedia/data/test/phishing/facebook+sample3182/shot.png,1,0.0,home.pl,1,facebook
/home/phish/Dokumenty/test/final/phish-target-recognition/data_splits/cert/phishpedia/data/test/phishing/home.pl+sample1039/shot.png,1,0.0,olx,1,home.pl
/home/phish/Dokumenty/test/final/phish-target-recognition/data_splits/cert/phishpedia/data/test/phishing/olx+sample3336/shot.png,1,0.0,facebook,1,olx
/home/phish/Dokumenty/test/final/phish-target-recognition/data_splits/cert/phishpedia/data/test/phishing/olx+sample315/shot.png,0,44.0,benign,1,olx
/home/phish/Dokumenty/test/final/phish-target-recognition/data_splits/cert/phishpedia/data/test/phishing/poczta_polska+sample5385/shot.png,0,44.0,benign,1,poczta_polska
/home/phish/Dokumenty/test/final/phish-target-recognition/data_splits/cert/phishpedia/data/test/phishing/olx+sample2206/shot.png,1,16.0,allegro,1,olx
